,index,X1,X2,target
0,0.0,0.28566928200840147,0.1616010768241875,1
1,0.010101010101010102,0.8719105943553005,0.6475409594548289,1
2,0.020202020202020204,0.17639320225002103,0.7355789621859682,1
3,0.030303030303030304,0.904508497187474,0.20552629726754013,0
4,0.04040404040404041,0.8644843137107059,0.15704971298377057,0
5,0.05050505050505051,0.5936906572928625,0.00788529868552218,0
6,0.06060606060606061,0.03511175705587427,0.6844261993185361,0
7,0.07070707070707072,0.17639320225002109,0.26442103781403176,1
8,0.08080808080808081,0.6545084971874737,0.9764684598141533,0
9,0.09090909090909091,1.0,0.5,0
10,0.10101010101010102,0.18128800512565513,0.886018340405182,0
11,0.11111111111111112,0.09549150281252639,0.20552629726753974,0
12,0.12121212121212122,0.11256673554854757,0.599672636045129,1
13,0.13131313131313133,0.23208660251050184,0.0770013460302344,0
14,0.14141414141414144,0.6236067977499788,0.1188252321486773,1
15,0.15151515151515152,0.9381533400219317,0.7413530922465366,0
16,0.16161616161616163,0.10315411947420883,0.4497675843765493,1
17,0.17171717171717174,0.11256673554854757,0.4003273639548709,1
18,0.18181818181818182,0.5313952597646566,1.0,0
19,0.19191919191919193,0.13551568628929422,0.15704971298377035,0
20,0.20202020202020204,0.823606797749979,0.7355789621859681,1
21,0.21212121212121213,0.5251162078117255,0.09999999999999992,1
22,0.22222222222222224,0.003942649342761062,0.4372094804706866,0
23,0.23232323232323235,0.7679133974894984,0.07700134603023456,0
24,0.24242424242424243,0.2084125490314353,0.7743602296129837,1
25,0.25252525252525254,0.3454915028125262,0.9764684598141533,0
26,0.26262626262626265,0.6545084971874736,0.023531540185846633,0
27,0.27272727272727276,0.8505226720175454,0.3069175262027708,1
28,0.2828282828282829,0.7128896457825363,0.9533080260740983,0
29,0.29292929292929293,0.1280894056446994,0.6475409594548289,1
30,0.30303030303030304,0.5936906572928623,0.9921147013144779,0
31,0.31313131313131315,0.9648882429441257,0.3155738006814639,0
32,0.32323232323232326,0.376393202250021,0.11882523214867735,1
33,0.33333333333333337,0.03511175705587438,0.3155738006814637,0
34,0.3434343434343435,0.754969595899476,0.19118532767585444,1
35,0.3535353535353536,0.9045084971874737,0.7944737027324602,0
36,0.36363636363636365,0.32968828337397094,0.8626464208592786,1
37,0.37373737373737376,0.376393202250021,0.8811747678513226,1
38,0.38383838383838387,0.3454915028125262,0.02353154018584669,0
39,0.393939393939394,0.28711035421746367,0.9533080260740981,0
40,0.4040404040404041,0.996057350657239,0.43720948047068686,0
41,0.4141414141414142,0.2871103542174639,0.046691973925901686,0
42,0.42424242424242425,0.8187119948743449,0.886018340405182,0
43,0.43434343434343436,0.8236067977499791,0.2644210378140321,1
44,0.4444444444444445,0.015708419435684462,0.37540920494358865,0
45,0.4545454545454546,0.13551568628929417,0.8429502870162295,0
46,0.4646464646464647,0.20841254903143536,0.22563977038701627,1
47,0.4747474747474748,0.0,0.49999999999999983,0
48,0.48484848484848486,0.5251162078117253,0.9000000000000001,1
49,0.494949494949495,0.4686047402353433,1.0,0
50,0.5050505050505051,0.003942649342761062,0.5627905195293132,0
51,0.5151515151515152,0.9648882429441257,0.6844261993185362,0
52,0.5252525252525253,0.23208660251050156,0.9229986539697654,0
53,0.5353535353535354,0.5313952597646568,0.0,0
54,0.5454545454545455,0.7679133974894983,0.9229986539697654,0
55,0.5555555555555556,0.1280894056446995,0.3524590405451709,1
56,0.5656565656565657,0.8644843137107058,0.8429502870162296,0
57,0.5757575757575758,0.4250474741657101,0.8936917610515822,1
58,0.5858585858585859,0.4063093427071377,0.007885298685522124,0
59,0.595959595959596,0.57495252583429,0.10630823894841773,1
60,0.6060606060606061,0.7915874509685646,0.7743602296129837,1
61,0.6161616161616162,0.8968458805257912,0.44976758437654946,1
62,0.6262626262626263,0.8505226720175454,0.6930824737972292,1
63,0.6363636363636365,0.818711994874345,0.1139816595948181,0
64,0.6464646464646465,0.9,0.5,1
65,0.6565656565656566,0.28566928200840125,0.8383989231758124,1
66,0.6666666666666667,0.9381533400219317,0.25864690775346344,0
67,0.6767676767676768,0.24503040410052407,0.8088146723241456,1
68,0.686868686868687,0.5749525258342898,0.8936917610515823,1
69,0.696969696969697,0.8719105943553006,0.3524590405451711,1
70,0.7070707070707072,0.14947732798245456,0.30691752620277074,1
71,0.7171717171717172,0.7128896457825363,0.0466919739259018,0
72,0.7272727272727273,0.7143307179915986,0.8383989231758124,1
73,0.7373737373737375,0.9842915805643155,0.37540920494358887,0
74,0.7474747474747475,0.8874332644514524,0.4003273639548711,1
75,0.7575757575757577,0.7549695958994759,0.8088146723241456,1
76,0.7676767676767677,0.09999999999999998,0.4999999999999999,1
77,0.7777777777777778,0.18128800512565524,0.11398165959481793,0
78,0.787878787878788,0.7915874509685648,0.2256397703870165,1
79,0.797979797979798,0.6703117166260291,0.8626464208592786,1
80,0.8080808080808082,0.47488379218827464,0.9000000000000001,1
81,0.8181818181818182,0.32968828337397116,0.13735357914072133,1
82,0.8282828282828284,0.4686047402353434,0.0,0
83,0.8383838383838385,0.06184665997806821,0.25864690775346344,0
84,0.8484848484848485,0.996057350657239,0.5627905195293134,0
85,0.8585858585858587,0.8874332644514524,0.599672636045129,1
86,0.8686868686868687,0.06184665997806821,0.7413530922465364,0
87,0.8787878787878789,0.9842915805643155,0.6245907950564112,0
88,0.888888888888889,0.015708419435684462,0.6245907950564112,0
89,0.8989898989898991,0.4748837921882747,0.09999999999999992,1
90,0.9090909090909092,0.6703117166260291,0.13735357914072144,1
91,0.9191919191919192,0.10315411947420883,0.5502324156234506,1
92,0.9292929292929294,0.42504747416571015,0.10630823894841768,1
93,0.9393939393939394,0.24503040410052418,0.19118532767585433,1
94,0.9494949494949496,0.09549150281252633,0.7944737027324602,0
95,0.9595959595959597,0.623606797749979,0.8811747678513226,1
96,0.9696969696969697,0.14947732798245456,0.6930824737972292,1
97,0.9797979797979799,0.4063093427071376,0.9921147013144778,0
98,0.98989898989899,0.7143307179915988,0.16160107682418762,1
99,1.0,0.8968458805257912,0.5502324156234507,1
