,index,X_1,X_2,X_3,target
0,0,-0.7004665807679067,-0.5917640214259366,-1.6704296172112358,2
1,1,-0.792493005076528,-1.2809080301364868,0.654579145051515,0
2,2,1.1439618242628016,1.3989341930671677,3.0588420176861373,3
3,3,-0.8439217774743784,-0.9682567607286012,-1.9082948809793177,2
4,4,-0.8331060017171825,-0.257402593269642,-1.944525651323719,0
5,5,1.5502895259646126,-0.6225596700379241,-0.22069282683344138,3
6,6,-0.9403973890817758,2.836463020951983,-0.05061633875071725,3
7,7,-0.7945794581155375,0.3740015576229665,-2.1230908407697164,2
8,8,-1.1034710095325932,-0.32855847210732037,-0.8313005618779542,2
9,9,-0.7386453080323265,-1.0535670214414958,-1.9692017696719266,2
10,10,-0.41290179003028893,-1.3732198334955419,-1.6110105090725555,2
11,11,-1.224879688653241,-0.6940157952647161,-0.5887336855069387,2
12,12,-1.1010510281643422,-1.0769168321137281,-0.28605771474628683,2
13,13,-0.9322340453116579,-0.6042527296433141,-1.2256590432243086,2
14,14,0.557787121068189,0.42891765202195276,1.3082498321076175,3
15,15,0.6082323802160107,-1.2995645849115007,1.4953784904643452,1
16,16,1.3479116519282321,1.0548947584780453,1.7123651601145018,3
17,17,0.3492009818717924,-0.16668746079199415,-0.6206164568552579,3
18,18,-1.1090261630220113,-0.9685096121646376,-0.9815310879530168,2
19,19,-0.5188903614845106,-0.5449883127780324,0.854440266518596,0
20,20,0.1314011568564697,-3.100231674413676,-1.708845712017279,1
21,21,-1.9559218100781028,-2.7273831599737166,0.7509272876490088,0
22,22,1.9761247044078525,1.2412154569136262,1.859999477778779,3
23,23,-0.7120490397379438,-2.210938296274368,-0.6677971590525356,2
24,24,3.0112517597085864,0.9154880788783606,1.7985603945086617,3
25,25,-1.7912808349957379,-1.5025868394524715,1.405333837165193,0
26,26,-0.4712029820117385,-0.801194298041165,-1.9638099725373568,2
27,27,1.5359874994350289,-0.32600209183395323,1.2936051933650485,1
28,28,0.08015108245674918,1.4826088672524582,-1.2733142242154907,3
29,29,1.3210537879293476,-0.6902037403540369,0.7792063605246132,1
30,30,-0.3984087124496777,-0.3997391825690948,0.8537702789954397,0
31,31,-1.297361668456595,-2.34976346522385,0.35399627254878707,2
32,32,-0.7769173357757053,0.43830900603093714,-2.320620178821949,2
33,33,-1.3322145736013504,-2.43468931749209,0.5237306685268539,2
34,34,2.1966552758413043,0.3068736695310802,2.570610125452954,3
35,35,0.5532279577858144,1.09965614815698,1.0119827363712268,0
36,36,1.9936893623325451,0.3136389167179554,3.27981647433127,3
37,37,-1.8987636517862874,-2.2916050235795504,0.9723177004817273,0
38,38,-0.9082010827990036,-0.9384752733225056,-1.3958655863970946,2
39,39,-0.4069881169740821,-1.1120194992173342,0.39845902804885625,0
40,40,1.4702583846367359,0.48907204309219354,3.4255666967783567,3
41,41,0.8211008753326547,1.0012551753486745,0.6310816266376931,3
42,42,-0.604686624608973,-1.6531553815111288,-1.3892491118725498,2
43,43,-2.0618151877999455,-1.7498902690470428,1.4298211461477894,0
44,44,-0.16150641772560803,2.1207152872801043,2.398537122716153,3
45,45,1.5547071805814032,0.3563490361523819,4.611750595295886,3
46,46,-1.354751503766629,-0.37578819727994883,-1.0222104756027799,2
47,47,-0.5101586373332647,1.7206502355030893,0.49935733989615794,3
48,48,-0.004037868591118432,-2.0280184493931666,1.1866024141247284,1
49,49,-0.2201684420043588,-0.8257850349957188,0.37314700096883313,0
50,50,-0.3410143191093633,1.4942378875922953,1.0071253528429187,3
51,51,0.12570847482853775,-0.7587286148365364,0.1637662817197414,0
52,52,0.8215005817848162,-0.9679238582246081,0.5229005739022377,1
53,53,0.03470438832833156,-0.5482229811949666,0.38830269024550823,0
54,54,-1.418733330904586,0.07339817305124585,-0.9890636935299616,2
55,55,-0.15120536798020168,2.8753528797591983,0.8944456358875952,3
56,56,-1.391019498827056,-1.2520877927619074,-0.12568694204732622,2
57,57,1.1169302780392463,-2.106769836110643,-0.595568228483246,1
58,58,-0.6943256065818204,-1.3548148945287242,-1.383593533268078,2
59,59,-0.0953395621558153,-0.18131925307053276,0.7240506081474345,0
60,60,0.2964215140428553,1.8055630921868147,1.238943095549699,3
61,61,0.6699548124723883,0.9051760273299895,2.7015473127383176,3
62,62,-1.0148912080712487,-1.7737244518079724,0.542571877181129,0
63,63,-1.2881525863963608,-0.33966389737335345,-0.7498156071991384,2
64,64,-0.7295600637262072,-1.7948821106557729,0.258538454525848,0
65,65,-2.465574104352311,-2.1414334759256004,1.544933957767633,0
66,66,1.6129244436897272,-0.785838205334052,0.27886311231353034,1
