,index,X_1,X_2,X_3,X_4,X_5,X_6,target
0,0.0,0.07560685217161989,0.6008617701039757,0.510277459243047,0.3042842049183821,0.7240421957064908,0.5042236159570906,0
1,0.002004008016032064,0.26829025298029996,0.5717837923797202,0.5607671095765102,0.3530493320383353,0.6733183227126688,0.46331487990743925,0
2,0.004008016032064128,0.46961803336231933,0.4120377725568404,0.638700979249584,0.4697382518012066,0.80428583391518,0.4883161739545864,0
3,0.0060120240480961915,0.5582398747899375,0.38029284483640596,0.45335874784799374,0.4801108900263237,0.5110764099891928,0.2632010841935305,2
4,0.008016032064128256,0.6982045519047372,0.46553361378323577,0.17717807115056866,0.3248255688956233,0.5555712883325749,0.23147886202474943,2
5,0.01002004008016032,0.4416214912459158,0.6871924008807613,0.5104700509874143,0.25859809749081963,0.4511411903770025,0.7805901314174473,0
6,0.012024048096192383,0.5863147203797134,0.35003133669417386,0.43580334989652375,0.7535800709898065,0.7031952107562861,0.36033380609834054,1
7,0.014028056112224447,0.41274100335871367,0.5847493288846198,0.5956504282296636,0.3625121266487195,0.5356947868552365,0.45175251871082267,0
8,0.01603206412825651,0.5240921243004962,0.5225229580989685,0.5869008525571995,0.37216279957195564,0.6416912097120541,0.8384376965214773,0
9,0.018036072144288574,0.4401430512999914,0.4529235851056073,0.6405945112915492,0.5190413251453753,0.4314805721149628,0.4492428747740699,2
10,0.02004008016032064,0.748376995405003,0.4853542954093179,0.5641831600814148,0.7350031006574922,0.7154569720816426,0.5288969038398208,1
11,0.022044088176352703,0.4424783439871701,0.7101023844665328,0.4643538010775181,0.34905224204290086,0.5860688679573414,0.4638794687718266,0
12,0.024048096192384766,0.3013632008552097,0.33558611060657706,0.28918287609144405,0.29429114528997685,0.4869825336136572,0.7035582296997906,2
13,0.026052104208416832,0.7177321128143568,0.4999832106388097,0.2086808908903543,0.34702411630580543,0.5653107235938872,0.32973780729454627,2
14,0.028056112224448895,0.9000681652897762,0.3391820461074001,0.7064774685315396,0.7564886911935235,0.5680443766039596,0.5464003712316425,1
15,0.03006012024048096,0.8579679006131509,0.5032861006716944,0.5991624663750179,0.5614048137508235,0.7761921342528677,0.7490441272816704,1
16,0.03206412825651302,0.6921084718020205,0.4911663057986228,0.8226793588082797,0.5371172663917946,0.6807114173587301,0.664204909399421,1
17,0.03406813627254509,0.2422540829313365,0.5426248552473426,0.6716927184407997,0.3774152244879884,0.6303945541089939,0.6288137439022206,0
18,0.03607214428857715,0.4275671730513962,0.2519681182214132,0.8164209797659652,0.5607353781166745,0.8641500225188206,0.5516056959348422,0
19,0.038076152304609215,1.0,0.4228890645631506,0.9632457834655903,0.7033492857734823,0.49639277617804284,0.5845081946604113,1
20,0.04008016032064128,0.573487022260642,0.5351593540097571,0.45602758090389045,0.44987661844360355,0.8109617268941001,0.4014353777334443,0
21,0.04208416833667334,0.36138524689273566,0.3741343431726777,0.5850202368151303,0.2806421406210714,0.7165222101885853,0.5752219194082515,1
22,0.044088176352705406,0.23918608664881058,0.20851176035067664,0.6390327427800333,0.4602280741460674,0.3896874743202713,0.8840039883820712,2
23,0.04609218436873747,0.42838182473161684,0.5457042225927966,0.5227685542005538,0.3566489189236386,0.6461866955378595,0.292523860036601,0
24,0.04809619238476953,0.7229411325404809,0.6116066230920386,0.5465401975522015,0.39082768819543395,0.9347566754101985,0.8133027055108223,1
25,0.0501002004008016,0.4179976432175809,0.5331532585869481,0.6837862000943156,0.4253519692615305,0.6183362992952054,0.6543958264686014,0
26,0.052104208416833664,0.3174649951950207,0.37898626646304906,0.754380077110236,0.45351594893582814,0.7817345636285393,0.7321391909007374,0
27,0.05410821643286573,0.562219399890536,0.27275438095611376,0.44951008002030224,0.5183910548501283,0.5456178267256765,0.47264807626467464,2
28,0.05611222444889779,0.431787718820951,0.4468732374457192,0.6504869993071148,0.3974620815058956,0.6753572493955178,0.6366231487263344,0
29,0.058116232464929855,0.5484208944323082,0.6299531981611183,0.3438828255715236,0.28471990626144006,0.4175588849856233,0.43724385511278785,2
30,0.06012024048096192,0.48117627506255634,0.37216051892695756,0.44809382438448797,0.27757209271121114,0.32011327940080825,0.5791419728043358,2
31,0.06212424849699398,0.7475118285970366,0.49494876851853675,0.7453439523182117,0.5467151025813943,0.7197007117007989,0.6381460830658798,1
32,0.06412825651302605,0.42512364217690646,0.6207499019807099,0.5851176750035568,0.3371519264335987,0.5729964479689686,0.7777143778912605,0
33,0.06613226452905811,0.3714140490627614,0.37060896783003994,0.1417725298883717,0.33843358964950754,0.638189375850274,0.6329206405037985,2
34,0.06813627254509018,0.40353298233663276,0.6640630941488348,0.451917117725829,0.30919432705252775,0.6448303238311943,0.46441000897699236,0
35,0.07014028056112225,0.6998344361570733,0.4031917628639889,0.44624837249284083,0.5832188112746886,0.8273084993474464,0.6041754944196814,1
36,0.0721442885771543,0.3150223084223938,0.21539694975647075,0.41311546569796487,0.38527607666683555,0.47310776210524896,0.6836199270758057,2
37,0.07414829659318636,0.7141247310175689,0.49257052177015964,0.5077219782701117,0.5100887575125279,0.8630698050158248,0.6933142603194705,1
