,index,X_1,X_2,X_3,X_4,target
0,0,0.9645682845212442,-2.095612580822804,1.2170278851029406,1.4423552264594706,2
1,1,-1.71142799428952,1.937569447153233,1.3893440811938285,0.5979691592078051,2
2,2,-1.9367523520822703,-1.0963573018020782,0.8326665540914608,1.8698543778010992,2
3,3,-1.1141207352350633,2.693117869219659,0.5106857188266261,0.3924577269794127,3
4,4,-1.9443191927056942,-0.8716745459680427,0.5663493749200894,-0.9203177025343746,1
5,5,-1.7503888164128856,-0.6989191715859255,1.126965035325689,2.767514533580328,2
6,6,-0.9762431170747383,-1.8335152878575922,2.1139017314380943,0.9875187387435904,1
7,7,0.4676880848688928,0.7376665927765631,-1.2478100445931146,2.036975276168734,3
8,8,1.24478575434479,0.7490679125833956,-0.9629836450379339,1.8093479696839752,3
9,9,0.16324313092516762,-2.0600399144830783,1.1484273247986994,1.430451579974108,2
10,10,-1.6764250844442454,0.044331188303661895,0.9037847278314729,1.1266565005716045,2
11,11,-0.1604189611135558,2.8434189484019914,0.5299801797239156,-0.15257265211156712,3
12,12,3.0626896577335048,-0.6379585051669214,-2.8157617458948914,1.9695328536805685,3
13,13,-1.7993061088378963,-0.9858758283758999,2.0033471143766377,-2.073729951197161,1
14,14,-2.1739642453377535,0.10715047945075828,1.064283934672816,0.4611398423263633,2
15,15,-0.8688375675586361,-0.6978578756867188,1.2781515480303212,0.47215181963332586,2
16,16,0.7760980623901668,-0.7970751505472907,-3.555229082432498,-0.13119507061362234,0
17,17,-0.4933106656929739,-0.6953568876747924,1.3099228955153595,0.5570076469051464,2
18,18,-2.7398887304143855,1.5429913680838765,1.9858393611882423,1.197503309582742,2
19,19,-1.5172753480592491,-0.6802668664261322,1.63045894784984,1.670145936499611,2
20,20,-2.4914130175334135,-0.5487518951016181,1.3816787430746298,0.9645066965198463,2
21,21,-3.812631753674243,-2.449001767314382,1.6203658797303908,-2.442590486126739,1
22,22,-0.32611410037045574,0.49663682643833784,-1.1572440091847738,-1.1224494323084666,0
23,23,1.4482643584530601,0.1166294619768311,0.3711162228904974,-0.8424506018262926,1
24,24,0.6935129884416469,1.354073166355937,-0.9372112196014013,2.2312064078236005,3
25,25,-0.4289065275724978,-1.3544500335573249,0.8747488897756657,0.9305546988447732,2
26,26,1.0961126221184485,0.3297739837231841,0.7943558971702802,-0.8382872262058884,0
27,27,-0.7482630575330336,0.022115412498898257,0.9310324280595095,0.7649853942183665,2
28,28,-1.9970905696877481,-1.9735965155690907,0.33432631948121605,-1.257201188640848,0
29,29,-2.317280796036113,-1.8694235965010124,-0.6430998548523219,-1.2732041357651398,0
30,30,0.9410250358936084,1.2719098102524427,-0.3814454281702395,1.273382399145782,3
31,31,-0.7932579571969851,0.8563727971683781,-1.4302705051926508,-1.3414141918180937,0
32,32,-1.2901303284270442,1.8401026055494736,-0.7666902800506064,1.368052642534624,3
33,33,0.204013876627813,-1.0945734084238528,-3.4289745921884003,-0.271615273453246,0
34,34,1.661183157175214,-0.3947703787419504,1.3748843622961455,0.3046682314167304,1
35,35,-0.43867031520873834,2.3125445085859506,-0.1828170801398522,0.5784469096603502,3
36,36,0.1607873938165154,0.4611544560694456,1.5576977587390117,1.426087653959997,2
37,37,-0.4857146556973677,-0.7892567249309514,0.4122541525746968,-1.6330159059667948,1
38,38,2.5658658555936427,-0.3074945768920261,-2.7160494039946714,1.7190387503121496,3
39,39,-3.575985063963609,-1.1760605114754956,-0.4783211255000617,-1.906438880914442,0
40,40,-2.2226721712628255,-0.07786119456841067,1.5859840366971114,2.144438791628062,2
41,41,-1.9106258895500687,-3.353712287188926,-1.3511073638349824,-0.681460175440922,0
42,42,2.5235927865341807,0.1688073785969515,-2.1456042835969606,1.8516004551406633,3
43,43,-3.1696911170219395,-1.1608805618081464,-2.5749922170078814,-1.5290654955820977,0
44,44,-0.8325346610400137,-0.6715210053416288,-1.197694919260551,-1.1014910266171287,1
45,45,-1.3047655167213468,-1.3128029250711195,1.1735564343726408,-1.199622584729879,1
46,46,-0.01944636522273735,-0.695736722848592,2.392482476937454,0.646342290261706,1
47,47,-0.21308074749556694,1.601592290115048,-0.16751622590755966,-0.014892279330644964,3
