,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,target
0,0,2.2082464554506536,2.1051735268748017,-2.4508967545121187,-0.6105025790754706,-1.9460508818652076,-5.271212651084069,-0.8984987846171915,-0.7296578300980352,1
1,1,1.1545587224502305,1.131459531789221,-0.728594940765106,1.909066006037194,2.5439011473303474,1.049693115308364,1.8936404179989288,-2.0482657025808497,2
2,2,-0.9980897488728631,2.582753186575058,1.7053275721459311,3.8456788602392464,0.3495162845173414,-2.92197149685796,3.8227581070188723,5.481458611495958,1
3,3,1.3935890821413788,2.797916989542345,-1.1807081409947047,-0.10518499380339019,-0.0258482250607317,-0.8085681702384815,5.083638371170416,-3.566116352473143,2
4,4,3.1784368970231993,0.716624210157853,-0.8660771198279058,0.7027798296321266,0.2121170096372862,0.17173725099215598,-4.4780108597133435,-1.4463955374060389,1
5,5,-4.172358005758048,1.2122904290106753,4.177328038461795,0.3680751118016692,-0.6750727270134436,2.2826649100823917,1.6446277941529686,0.2772890009545831,0
6,6,2.270557833396281,-0.6914882816602497,-2.22510989341173,1.0850351346869584,2.724470790938857,0.9152696855694258,-2.885701171970594,-1.1390607743856362,3
7,7,0.7378229300832209,1.1286663717100147,0.9360151346805419,1.8166986006032286,3.115412489146813,-1.1146959341615745,0.6926060727422182,1.1499766409348964,2
8,8,0.15363375780868527,-1.9013462586749126,-1.6952421760103102,1.8650148839106726,-0.4036629100992717,-1.4881867324198432,-0.15577916498541566,-2.342949698771685,1
9,9,0.3912302607739565,-5.959584027373638,-2.6473011015087398,-2.200153268337699,2.7712353317840703,2.125613726025395,0.7292935444219977,5.099937578851071,3
10,10,1.911083208015214,-1.5179928106746714,-2.0784091402491915,0.4341132225818136,1.8551411107121263,2.450581630679462,-0.23409751237733922,1.8549516154429622,3
11,11,1.8762629166174363,-3.449818944557878,-1.4964357840194857,2.40930712536988,1.8749930132765,2.8194075216628915,0.9849207511442017,-1.3083267367877707,2
12,12,3.092825911973652,0.07671917679945972,-2.3284750760761015,1.9188602856355361,1.809025989768847,2.536460787060748,-1.6210520959780126,0.06571012168135426,3
13,13,1.0107438999258642,1.2135933985300742,3.75579469733821,-1.4780915442769742,2.9012800906412575,0.6983685649579787,-1.9498635528390136,-0.9427547001991099,0
14,14,-2.1328748827015946,-2.9678069756931595,2.6984989408301647,-0.011856017555093468,-3.435462465299375,2.5470118813605795,-0.5962808250843218,0.031123672515762424,0
15,15,0.10271744921342918,-1.8045579857049625,-1.0388710003175579,1.701499438851409,2.5109466638674265,-3.6245044922601517,0.6283058411456339,-2.7879705660402725,3
16,16,-0.6029887961351648,0.17956615548169808,0.9079128445386861,1.0061539662960621,0.5305765713823993,1.1855419356393146,-1.0842403648846506,1.0280338734815055,3
17,17,-0.4744473557522655,-3.273769648513834,-1.5135654281043074,2.0452087606092157,-0.7803301977720032,0.5092941467103105,0.2729804259745716,-3.110221239230565,1
18,18,-1.8849829973266559,-0.5990302703093537,-0.31433841675532603,0.8800947199461417,-0.685362366626763,0.7105635864838011,-0.031855459893713745,-0.6201177769790698,2
19,19,1.3288648371895648,-0.6806388969545085,-0.36622167278792483,1.2415224452136366,2.657888497443736,-0.101701622315431,-1.8765900060664955,0.4172654610365256,3
