,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,target
0,0,-2.3206250190552815,0.26307921734711626,2.200058961412548,2.171448447948893,-2.3829538359101985,-1.3984357118031716,1.3245660078885648,0.5432010726166155,1.8014307816815371,0
1,1,-0.1794601547006741,1.4836954465149086,-1.4611383825370996,-0.5844277235478956,-0.7462774001131577,1.697603287274549,-3.1848742968761803,2.408915874185279,-4.042240068632695,3
2,2,-2.4585891561871476,-0.0722727283101936,-0.43285734253570074,-0.04351625208630261,1.3345002110030386,-0.8186828757071007,-0.6054614724127068,-0.5997188870598575,-2.100584895122735,2
3,3,-2.1559679522298385,4.9254306828552625,-1.4139531540879742,1.0882384949157882,-1.5761783265317744,2.5458671708708147,2.4403001491231864,0.7454260582399865,0.20231412092291312,0
4,4,-0.9364763315061057,1.0575182171258193,-1.9424620701744475,-4.219911903698901,-0.7285567819264371,5.139668605704543,-4.815812757611962,3.8128498373257624,-4.913004197853571,0
5,5,0.9115291032722737,1.128121573629697,-2.273589879952323,2.474844389684227,0.17158451232533256,-3.431742264333852,-2.1877595026679195,-0.4548511233977156,0.33740001515425777,3
6,6,-1.9566839162978686,0.31148897408736986,1.2630306467158632,-0.6931844046997906,1.2069067227636283,-1.361314706166365,-0.3880953464038013,-0.9128744077091557,-1.7777264933507653,2
7,7,1.5089747423997586,-0.7110140044761251,1.5838095758692652,1.343018022432517,2.0335501235411395,-1.7624407026765727,-0.8852440034858351,0.08191202852221224,1.8172286216121507,1
8,8,0.1304798216804035,-4.074075112067458,-0.19705230486382797,2.4382918312755173,1.8540442728463895,3.7653786644072347,3.1157973627270046,-2.4480235227358387,2.561722294599533,2
9,9,-0.8391031396883282,-0.7716114281259265,-1.7274253558833053,0.7965813757572229,1.5178919286417856,-3.7820240142354757,-2.6838588217880073,0.8890863995598004,-0.6248788434371356,3
10,10,0.9907453606214368,2.1443634561406464,-1.6324978401136008,-1.2369655810485396,0.9830701735746885,0.8312742937505062,1.868434324022159,3.1783880380311027,-0.959062197581237,1
11,11,0.2961597249542909,2.463308349701845,4.410409003876888,3.7424455192847157,-1.0653166188072496,0.5937159587369574,-3.9686300305724327,-3.1043024736283633,-0.7667318873227092,3
12,12,-1.2508284003108572,-2.7155899255948333,1.4086270505874166,0.8760387958566324,-1.031097362054588,1.5965719751073264,2.7233022680593346,2.3108003457774555,-4.266640482153473,2
13,13,-1.0454163960361627,-0.23514853806133929,1.305735143910531,1.2349044536287368,0.49418745254218954,2.057528824666049,0.3503508392466186,-2.652230349717947,-0.7566438304641843,2
14,14,0.20403374020859166,-4.671666479391693,-0.8676539970009884,5.314470682576572,1.1701434078599713,3.6184656171217724,1.9002287602814072,-2.102116555321528,-2.2197502886707245,2
15,15,-0.9606546572114641,1.8365831777371824,-3.088470509514387,1.9003766265327244,-1.1016091018103658,0.19979788907330798,0.606221401102355,0.5637733779029961,-0.47779641551636365,0
16,16,0.3954290817669499,-0.9675851351954607,1.2200796051549214,1.9360279206632587,2.455083624246965,-2.9347892583106145,-2.5165856610507378,2.960306392267097,0.5294556246244482,0
17,17,1.4785916278045874,2.78201543939967,-2.9336309512925984,-2.5124385057662195,-2.037335428087276,2.694593345245384,2.471420145721913,-0.20344428639558743,4.206208936711146,1
18,18,-0.10551700412196752,1.01718121494322,2.4527662980360105,0.20252368659655418,-2.8269045616010953,-1.4373460512951417,-2.4947142397176645,3.0230457939699455,1.5766766172029518,0
19,19,-0.4513630324624611,0.016259436048980058,0.22801048643634536,3.2574265357574346,0.9104588940939682,-0.9384131933964618,-3.8110303213006964,-1.6197093155432731,0.08540451771165536,3
20,20,-1.3942844573147153,-2.6085595664213095,0.4219861512940364,-2.40798448799396,4.656433630779525,-2.2376319188520286,3.8662402757298127,1.63476262538513,-2.220830341184039,1
21,21,4.274306692550927,0.2253236278761963,-0.18112218947667613,-2.595211396058432,1.6211936286878208,-1.4128531970943943,-0.6729615942497587,1.2693561900443044,1.2751174417172484,1
22,22,-0.028903010189278433,1.1544315041114293,0.7135402185976178,1.8856419122220138,1.9753555830934304,-0.19348898516233848,-1.756194613004321,3.613930161604178,-0.3611954994223199,0
23,23,-1.7190972897299421,0.7573066548067783,-1.4425294948929155,1.9037648346967038,-2.8472534484019443,-0.047387973952092155,-0.4544804999390003,0.5502023954602526,0.11833380652681003,0
24,24,-1.905026869318863,-2.095833684782511,1.2384002804771908,0.6437325057382203,3.5764534397445487,-2.789966400495379,0.4941408330543301,-0.6139210394453297,-2.398704773633807,2
25,25,1.7562078466432038,-0.007941555893060448,-0.24155827176127964,3.1209875215335403,-1.5642771437271947,-4.503339343169744,-3.74931326108206,-2.6335895992082015,0.707046691091441,3
26,26,-1.6706889328660668,0.6144282503029377,5.08768735358922,-0.5961618122567749,-1.298421724338763,0.4893605040530449,-2.3732134311379687,-4.991644211169324,0.052294361069215256,3
27,27,-0.13547871592680838,1.722313159628511,0.24370914330871285,2.459197060505848,-0.6612439611706372,-0.16135329186910075,-0.9079741958005836,-0.7008177328838503,-1.87065592001359,0
28,28,-0.001326661470604007,0.15681319572676244,2.2767095476641694,0.6865282375806651,-0.8817045170464541,3.8549635023291406,1.7252846734489564,-3.050417688050053,-2.049727040066427,2
29,29,1.82059950267341,1.8297838246988767,-2.817894601460257,-0.7149022587021676,1.198034123402331,-2.3470516731309967,1.0189716764964596,0.615440017995354,-1.0763442786973596,1
30,30,4.28103720452707,1.3719561261813653,2.0707732383331665,2.6309891214188066,3.9227453828108283,-2.2675462387230017,-0.06807686666049895,3.649551714789905,0.7914036028063212,1
31,31,1.3620073977784652,0.9928822929453568,0.6675126187937066,0.2581634010884404,-0.622336778159083,-0.6422250410413237,-0.6428434113632073,1.366778973659171,2.495549141557454,1
32,32,-2.566879413689951,1.6283500448273969,1.1802466407141765,0.2950690789248289,-2.7010090361620036,-2.294036951643712,2.9673633592616957,-1.5837895837753801,-3.2226925447755312,3
33,33,-1.739252109611301,0.10389272308936204,-3.326884283589566,1.2483062320203544,-0.8789250951376385,3.9293574432183895,-2.224635234957735,-0.18853333673117456,-4.315331492918229,0
34,34,2.365828846257661,3.02323846112098,-6.842329125987971,-4.761020419238969,-1.7397012057903534,-1.1199449002020208,0.931972585840273,-1.2153995328546716,3.1661344242960943,1
35,35,-0.09979091012551755,1.0117442195837976,2.2819729595196856,0.9526103093666167,0.5345126371427079,-1.5733757503013897,-2.5185864365964736,-3.0824984673960683,0.8161880967984769,3
36,36,-2.209507180250607,-1.5992628118924863,-1.5575442804568085,0.22520859355506495,-0.8570389610606621,0.6419396314097275,0.7631168470520016,1.077059891987418,-0.875914518992659,2
37,37,-0.38311543851819696,2.9956724549033327,-0.35411347983034314,3.0528496048599956,0.5612768597710186,0.7079221315292075,-2.1716760773181276,-0.04062173189545282,-0.8759150653245084,3
38,38,1.018404268456663,3.246541969196689,-2.256945807730294,0.5169910579252288,-1.8583673781300978,2.5742253544361033,-1.3561704446102238,-0.17675688175407656,2.9049564443541964,1
39,39,0.2410038056084356,0.013401869297900548,-1.560561633462705,-4.546268055295499,2.89371565557741,-2.634225461726173,2.0590533939827624,1.079813763103236,-2.1616094857560904,1
40,40,-2.7688168906223742,0.4488150602766905,1.76807410904697,-0.6226794222574745,-1.7014718727173332,-1.4045207324803395,2.8158344408024014,-5.058370366799042,-0.2819377644857751,3
41,41,0.409452595441144,2.596097090331495,-2.334816676835128,0.2451315872701869,-0.42015131729793076,0.1032740461671966,-1.84218605749599,1.1409060428327502,-0.13065385918144656,1
42,42,-2.0299757510020973,0.31042383917134764,0.4092955054792964,2.457144647106459,2.0389269896177464,1.5705705741168585,0.2118430391630246,1.3469204317942045,-2.02511666953622,0
43,43,-2.6489463514997595,-2.1604218165079287,-0.9085512212470055,-2.2987642361456615,1.959951946259054,0.6317245954238345,3.606518174933385,-0.8591902488589137,1.7960250388379126,2
44,44,-1.5407350088660317,-0.13297632274736215,1.6569736193558289,-1.0572270577509184,1.5417130078938486,-0.824216952703561,-0.3348412593923449,-2.38301001001167,-0.11908667478395107,3
45,45,-4.081095037420285,0.0757999495049213,-2.0414410365796662,-1.8190140083296944,4.375347919970624,0.9086420517329045,0.8372953992233567,-4.027226644245799,3.3291095566075226,2
46,46,-1.3115195349126592,0.8450612087404434,0.3237369067556728,1.709867652438322,-0.7992326604130223,-1.2871600232665923,-1.3839226783976353,1.6321688499732512,-0.10471511340629203,0
47,47,-1.0023639746704,3.0349067640739373,-1.5938192009556875,0.7564210536593551,-1.9942630990940877,4.689448994081529,2.8206050553793234,-1.9376448298105382,-2.2566939500731946,0
