,index,X_1,X_2,X_3,X_4,X_5,X_6,target
0,0,0.8558637781775681,0.8317153200486909,1.586136377388757,0.2148386090091301,0.8869952557382257,-1.2740713703432345,0
1,1,-0.23658422875405738,2.210818769983987,-2.1608045142706205,-1.8276966555868368,1.3380341650438066,-1.1661338129276015,0
2,2,1.7076682588407013,1.2659766093290077,-0.15415966454672214,-1.8690159501803882,0.8663727888532131,-1.4155840025544661,0
3,3,1.6701070128281275,1.6437778229330688,1.2765258953497964,3.223319197333262,3.4449707147383277,-1.1321793185566165,1
4,4,0.03580102284918674,1.8962170542654642,1.1139856309145406,-0.6619824974215556,0.8683903448083111,-1.663581361733148,0
5,5,2.6182313070891317,-0.9588779103867378,-1.383648401433606,-2.3566983781203468,2.06659689374632,-0.38427923176029655,0
6,6,-0.20452323025778996,-1.8153806609008967,-1.107613654196148,2.5302506622287657,2.365115421409913,2.2600083625496215,1
7,7,1.7737128298208005,-0.44314440321431925,-1.290415312106057,4.1162459378096,-0.06677498287258343,5.176049937056485,1
8,8,0.8336887893924124,-1.4961382351827766,-0.8457414968922072,3.131380555209024,0.8672867890966136,2.8401285473586286,1
9,9,0.18023926190471917,0.8970439378575794,-1.8699888744563444,1.0505281306442558,0.9063425665391518,-0.19942754744480717,0
10,10,2.520407626313281,0.8934316465087824,0.45098120890277893,0.31121429063331085,1.361729765103905,-2.22401693087063,1
11,11,-1.2636929455334442,-2.4944778476173495,-2.469313277953523,3.0361812789903,1.6884781972455207,4.590142744079064,1
12,12,3.2632164335732727,0.8964736104429227,0.3119254187067497,1.3588676493056528,0.4011530142287456,-0.4848289623938069,1
13,13,0.7210068213329113,1.0495629240752784,-0.043782868474183445,-2.282133537729099,1.77167727134744,-1.215636038675407,0
14,14,0.1918566591518167,2.8645447737682264,-1.326220042177141,-0.5082267913974156,-0.39160819731987506,-1.531185582507687,0
15,15,2.066107756781817,-1.434264370907566,-2.104670476390894,-0.15926600205393981,-1.167801307962908,2.2657831505913584,1
16,16,3.0524435244878303,2.754383428906866,-1.4068834410551865,-0.8135116839793661,-0.7494341033624381,-0.44409826699549526,0
17,17,-0.284068362556116,-1.1113802532881123,-0.7747888696469235,2.8661567168011635,2.4622877149253304,2.1561929859895805,1
18,18,-0.353091958690009,1.5757391705241952,-0.7977863802937175,-0.6251219371332399,1.0582636345874854,-1.2747274944338902,0
19,19,2.4117658390210375,0.6157813094009568,-0.9195784407532193,0.2190173158749963,0.8476795537838883,0.9332379220479426,1
20,20,0.010197625877586325,-0.8384438293941794,-1.3047955738960941,2.64453446929567,2.3768904912677975,3.04247604705897,1
21,21,2.017265970928078,-1.893850809698706,-0.880538820334234,3.2728725431022356,-1.2019677849855959,3.764433321850188,1
22,22,1.336889313536764,-0.07376252905401826,-1.2634847010127612,-1.1990692363020703,1.7454157337230112,-0.3196762698355271,0
23,23,-0.09731713559913002,0.9374759325806618,-1.5793943277241829,-1.0997575710146186,2.2186886949193214,-0.279411029891548,0
24,24,0.6583320179591194,-1.0445389773316625,-1.6655929019279228,3.1746286595102666,1.1853913189208958,4.363265365061581,1
25,25,0.8618038456777178,-2.475641196395117,-1.7330129534372083,0.9041552204411274,-0.8330457238452662,1.3086707417960572,1
26,26,2.4575183476672793,1.2451272910289508,-0.034331681173521256,-0.4632630137471637,0.16532330153181363,-1.1125468309711737,0
27,27,0.2407559127179849,1.6134507319037348,-0.0701700595090271,-1.3051912698497983,2.313056805253317,-0.4171420729202886,0
28,28,-2.149186103284946,-1.9803317042662338,-1.765875331820308,-0.845940013766421,4.042877604705055,-0.4237730817361334,1
29,29,3.5718688121487596,-1.7788806884176802,-0.9043536585648004,-1.052033698225771,2.7678604222170056,0.460726565248488,0
30,30,0.6531831486201978,2.654594717121056,-1.3165882164274993,-1.4830212418331403,0.17254684483510563,-1.45749154605327,0
31,31,-1.0577141870470443,0.9687928376684538,-1.5551836049470422,1.0093179120614302,0.9718380070556201,-1.246751299702583,0
32,32,1.8856831825574722,5.159466129423697,-3.5112957427804257,-1.4828498031766242,-3.0641184897283047,-2.111656932312451,0
33,33,-0.2716616882925169,-0.3341739946934881,0.5219459547011915,-1.3516221716218069,3.4882626662173886,-0.310573092071581,0
34,34,1.7727093557990652,0.3264082935321089,-0.5614096797286674,-0.13994282253400092,1.1046385376061045,-0.3184711604348196,1
35,35,0.1731166007474887,-1.1713917470409023,0.05783979914973858,-0.8853970677246833,4.543558553634657,0.3913635660106696,0
36,36,1.8268027792135664,0.21961311164896347,-0.17262790076105872,3.178048446543783,1.372402833375979,2.2195408849321465,1
37,37,-0.49450744796849966,-3.7098525904170887,-2.779918891955451,1.3778239859865227,-0.27115843305728804,4.535932139727805,1
38,38,1.062456712210732,-2.889651811160112,-1.283438826947806,0.8460236267180238,-0.5718233894080351,0.4353487322170879,1
39,39,0.909529886033612,1.082934540354746,-2.6585859339289932,-0.6331163051624205,0.21786632002527395,-1.4466695084664962,0
40,40,-0.43502882980586466,1.789754554045246,-2.699830540242255,-0.35770159076064356,0.5904150657683791,-0.947888612611814,0
41,41,-0.7249148722471541,0.9408845513388173,-0.3584646336040982,-0.4294901548622325,0.29039622388802344,-2.7428934177380073,0
42,42,0.737136500490565,1.3365845283834417,-2.3796452085019144,-1.0095263630316664,2.1393797678608917,0.4934976245027942,0
43,43,2.9071087169095335,-1.1366213397891316,-0.9001643445794449,0.35037744858351694,-1.471906155770058,0.6095970997484943,1
44,44,0.08697177457123095,1.1443892445415262,0.7969505864903585,-1.574693058842606,2.367109551515779,-0.7218934564141026,0
45,45,0.429576647635334,1.3413169498901423,-1.1745481521996548,0.3688733614115194,0.017370032325047302,-1.36328880568882,0
46,46,1.85641396869676,0.3882878734232942,-0.04556106503008073,0.7278411595598275,1.374822638608049,-0.5931021650856947,1
47,47,-0.475726518386147,-0.015495659145119633,0.09968973972360873,-2.4571903120892102,4.490926550145375,0.13237628641262456,0
48,48,0.9122221885434062,-1.6022425486767538,-0.5336361918710337,1.174712127769129,1.1375933282859552,0.4876178473525239,1
49,49,0.4405692862633003,0.2039464054462583,0.1732822756209944,2.8092561157812095,3.852689864801963,0.32899283157878634,1
50,50,0.5770580628521744,0.9469176551465159,0.15512917474987198,-0.7251159936404534,1.8978554797578149,-0.6823205463649187,0
51,51,-1.4188798837655887,2.616265469799523,1.1363458906087347,-0.5158181634434833,0.08954900446445324,-2.5375241827028114,0
52,52,2.3819095160422963,0.8289795884234901,-0.17959520399153406,0.9062376450680337,1.4777651967854026,0.42665678563099885,1
53,53,-3.1208562053381312,4.2836276486725176,-2.3159538340907373,0.5073366563530626,-0.849434946768906,-2.25903280225561,0
54,54,-0.23747078363911434,1.2354044489030551,-3.4730991332744408,0.11462724658487522,0.9360227134988244,-0.6364096319281138,0
55,55,2.876577486092004,0.9686580450252396,-1.8117505576652229,0.6524576181332731,-0.4784804128189768,-0.40947399797980055,0
56,56,0.6228334086372956,-1.4515039644200303,-0.4143433956561403,0.48536311596171555,1.8102625357391466,-0.5438022575460582,1
57,57,0.15652944279905612,3.0409632406348757,-3.206484258224959,-3.189018517798037,0.177188601864249,-1.6470886818822614,0
58,58,2.3689158164818744,-0.3335034266691673,-0.7173567102131844,0.5747849388808183,0.8084765979194329,0.6841603493793605,1
59,59,2.7968821636008157,-0.3656310186142939,-1.1362138163370896,-0.26778001525724304,1.427455593690228,-0.188505368961694,0
60,60,1.0634678664922614,-1.5011004740923686,-1.0984852315786358,-0.17270851556572842,0.7977833791403119,0.16220338383737487,1
61,61,1.2171996943449328,1.842501524501539,-0.303106680450139,-2.8501020112341364,1.7058382283148372,-0.7875003866617039,0
62,62,-0.5622318770719068,-2.5409004785072087,-1.9508931704184795,2.145556323916466,0.3598290951879404,2.7184422744844925,1
63,63,-1.780782277604458,-3.785870773300991,-3.5631892402942618,0.3765562809602341,0.42939163319022766,3.3746946384279806,1
64,64,1.3159734974749369,-1.1476810052155106,-0.9961979164406146,-0.284410898666005,0.5507491978468306,-0.43640075572787507,1
65,65,3.0057581189777998,-2.1216158920117976,-1.2635715872849242,-2.0046530064367927,2.5428042051820983,-0.23065327090699517,0
66,66,1.9943374201176889,-0.47696258636324074,-1.488565092812714,3.9018522261485566,-0.8063328062244692,4.7069628212902614,1
67,67,-1.1496490796792713,1.7893930873685489,-0.9165784408245099,0.08139000970694066,1.0849187372992446,-1.0003563762710752,0
68,68,1.7871238265337916,0.5328892396676246,0.028780209464704276,2.1942476907314745,2.54012270369848,0.667892938104941,1
69,69,3.918460810149725,0.46666099020254226,-0.4710214912366899,0.7224546691726502,-0.8169802010777472,-0.24793080395622358,1
