,index,X_1,X_2,X_3,X_4,X_5,target
0,0,2.3939910763731524,0.5332639120510088,-1.1287847598983811,0.1591667628716661,0.2474712173956669,0
1,1,0.719209251006063,-0.14027097931082144,-3.6985141227668414,0.5942448528659345,-0.017264190420426928,3
2,2,1.8152416007736636,-0.421770595181141,1.679846586022058,1.0150878902890783,-0.37046093313041717,1
3,3,-0.9420974440489056,1.7367812401393166,-0.8065308698110586,0.14259796194421115,0.5364522876650588,0
4,4,-1.1965166304541541,-0.749103800625919,-2.4297978726193916,-0.9119157745061985,1.9236081009956685,2
5,5,4.309668023207918,1.412687349146581,-0.6438059146416346,0.9636401488340659,0.1520328183757128,0
6,6,-0.9130895425928987,0.8372523044974708,-0.631449955496501,-1.830637555342958,-1.0130051789875396,2
7,7,-2.4606101337465387,0.7355038169474297,-2.1745061899425604,-1.988771657431298,-1.00046797934395,2
8,8,0.971821219493776,1.0317030866733163,0.6201524089999635,2.0133688334139026,-1.789377293347827,1
9,9,0.06242430507269203,1.4754647739033218,-0.14758498630650707,2.2793075641585974,-1.9097582088046379,1
10,10,1.056002085946113,-0.8270704592202155,-2.811681799686249,-0.4634460846467442,0.09853884913860866,3
11,11,-1.336360554695263,3.2890384243254527,0.09041045625854505,0.054568128375459435,0.6105559683824369,0
12,12,2.1794842575021773,0.021102660509113358,1.8062810463765575,0.610829569644757,-0.7755753700637855,1
13,13,1.156454386740342,1.451236452001631,1.539507571776365,-0.34551705966350865,-1.9686689396982682,1
14,14,-1.9015412591862817,0.3653925108697621,-0.9371283322009409,-0.5701435870864067,2.1758907650179,0
15,15,-0.18465765325802064,0.9130575480640687,-0.21165997635337486,2.8040810413430446,-1.0100099486635163,1
16,16,-0.6186887406089323,-1.536016609396861,1.869381247438251,-3.137475297615907,3.8417715637532264,3
17,17,0.8537692571624571,0.6434698153991671,1.0768693737912676,0.9816901001606986,-0.4150804661723374,1
18,18,-1.5609255686567458,1.274024997007518,-0.6778910386490913,-0.12967888254592508,3.2175569388467853,2
19,19,0.26125220230085355,-0.5352535447502047,-1.898077749035031,1.095278765837816,0.8925517088838009,0
20,20,-1.4568762346007376,1.4964300676047233,-1.538540203220684,-1.7634155316537616,1.4931046357225122,2
21,21,0.22380877972180846,0.38693099543906007,-0.05034463000593248,-0.5751137125465926,-0.7309881587350489,2
22,22,-1.3730607246230906,1.151565724686821,-1.4096027971282648,-2.090105995948579,2.093112045384971,2
23,23,1.2219560619762038,-0.747802694066785,-2.7895377577834797,1.4642990546730053,-0.3731055574553961,3
24,24,2.5169268500222395,-0.443634508712175,1.1181606647164157,-0.428209189474537,2.0129175410326834,3
25,25,2.129404787371638,-0.5808741086278342,-2.4947912413873867,-1.1674703684920396,-0.3905001938638262,3
26,26,1.112359350803175,0.7859850572362466,-0.7768429452687752,-2.8248231827211088,-1.5881551466373676,2
27,27,-0.8923111435662772,-0.5164704467014529,-1.9222926610148685,-1.1379448085548,2.2647587854308635,3
28,28,1.4142071390303432,-0.5560812241958288,-1.3840489083557468,0.6298971863798494,2.1602600223948034,0
29,29,0.7357278221443051,0.5964386438317564,0.5664526733392636,0.9304370065855715,-1.945844519489424,1
30,30,0.3703920912738592,0.4203850629872117,1.3384980668937703,0.9840711658603792,0.3559485203978141,1
31,31,0.09382454791921924,1.2912864495318308,-1.3669362114886219,2.1215400928860126,0.6105323290834137,0
32,32,-2.7574568107230246,1.0658386941849598,-1.6251940394322086,-0.8056328166480289,0.47184143495347264,2
33,33,0.711471638482847,2.6904926717090865,-1.4760355495859203,-5.291657477396356,0.6823515651075718,2
34,34,0.5667893574253975,0.2939692457665146,-1.312576104562725,1.4052745885186235,1.5110042484658,0
35,35,-2.091053094793744,1.4207954056851682,-1.3649309864607946,0.6025929576360649,0.12052195292512868,0
36,36,1.8895665413889997,3.4144708639172254,0.305758888936996,0.7699267000705526,0.6647897742159292,0
37,37,1.0757858761158445,-1.1270833799975881,0.43533252700154357,-0.049914363166614795,1.5178877247380935,3
38,38,-0.7677983510893686,1.1434096173461232,-0.3789706446648854,-1.3292546584904568,0.7850203384843879,2
39,39,-0.9007651281148297,2.790646794454096,1.9322376419823986,0.735728406831369,1.1061531569564742,2
40,40,0.40638235135739653,1.1253094965979964,0.6688204897703548,0.07974445883080561,-2.531527625990694,1
41,41,3.3000355742148626,-0.5381399161723419,-1.307075712640457,0.6512902028762334,1.7587124686785152,0
42,42,-1.8839664637317877,0.7575700448958436,-1.4458710577763283,-1.3167699279589993,1.1128273300014082,2
43,43,1.8239876335325573,-0.7386838672746223,-2.062014258282683,2.2907141763712646,1.3987415322140224,0
44,44,2.0531441291977774,-0.400237223381825,1.9961276218273465,0.27683953589851784,-2.1177593870591602,1
45,45,0.7484164523463421,-1.2768395376550705,-1.1577171434002675,-1.3132775132276957,1.1834291043440333,3
46,46,-1.7288745543643504,0.14753111445089084,-1.9776980127723927,-0.5944086216932045,2.12853087773843,2
47,47,-2.0655493521543153,0.5273738563043326,-1.3595257192579187,1.2692686891908007,3.2530179730224087,2
48,48,-0.337251273613147,-1.378785273195004,-0.5631322389014144,0.7381206383984085,1.153756001092924,3
49,49,1.3450224356177845,0.7368877591890082,1.7986517354654814,-0.5560002096974865,-1.2528361216001929,1
50,50,0.8806721088064413,-0.9233111380680981,-0.11034258938067343,-0.6451714938463218,1.7774982770411663,3
51,51,0.18024320066443345,-0.3802124761160194,0.20891406762305098,-1.03623460466232,3.5835905774240913,3
52,52,1.0021009300257386,3.3303006557208135,1.2318630689875474,1.8406201361967307,-1.186857719907273,1
53,53,-0.6260538375857123,0.6653721979177132,-2.374744568996932,-1.8648441841020755,2.3705306051134443,2
54,54,2.2783088339967534,-1.0851889395726464,-2.6922604619113426,-1.4678402596042377,-0.8710757005184482,3
