,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,target
0,0.0,0.5539089095202915,0.35353393786008214,0.39924911735594387,0.5565849060682495,0.5263322585999807,0.4707237402469236,0.4853749387174523,0.6471392017730577,0.4938712533420215,0.5353643598763671,0.3307316624271729,0.2522395056900293,0.4229014397848153,0.609333730747749,0.2955659552485875,0
1,0.002004008016032064,0.35203191132923073,0.523734898081211,0.6902492971701185,0.395196772751394,0.3694795942727063,0.696773315564399,0.2663130664049909,0.8705165568491375,0.26669077520861734,0.627959606122787,0.45881539880763406,0.43415079619462105,0.5874505161064343,0.8621332343638684,0.18569462467691444,4
2,0.004008016032064128,0.5487301760384578,0.3997777808649105,0.48278805929160207,0.46597827066202824,0.3369112032932884,0.4962800368500298,0.5654936561767103,0.4237959396425634,0.5081080395476907,0.5260484575237424,0.4951761327164973,0.502377500482395,0.46034723005516964,0.7061895832636469,0.48734716930743044,1
3,0.0060120240480961915,0.910898276145702,0.6047495603126002,0.4222622207049347,0.29779041151971114,0.30905583471187564,0.5992122512012301,0.37771314571993453,0.6325768001595009,0.1540454570803545,0.5711203286410858,0.5955909165902543,0.423313286442572,0.5306648225975004,0.10052951379035013,0.4218054541382855,2
4,0.008016032064128256,0.7146924124191905,0.5281406199481402,0.4465546108877172,0.3903519205895858,0.5120950255073999,0.6626800756815413,0.2815615462280344,0.47613085109081366,0.5340219389844603,0.46785641487270335,0.27202715331134436,0.5777916038077182,0.44407697479287783,0.09524036777680595,0.11067315290090946,2
5,0.01002004008016032,0.36721411563748857,0.4810823599488197,0.35955587446140747,0.6476615776192867,0.6256522867073523,0.6676071477243098,0.5684494413765275,0.7488073345865985,0.48243553386518495,0.5952919743082724,0.4060832983965389,0.17523692752437628,0.40492283282020103,0.5112008812500424,0.3694013980827885,1
6,0.012024048096192383,0.5484522695959783,0.4668985517494908,0.508297281045182,0.6068557773328926,0.3338499766394353,0.41374103340319607,0.5693973815214852,0.6637774607319378,0.7361490312461096,0.624005633460055,0.4274940448531431,0.30482770104981527,0.6097913876072626,0.7787267840021068,0.4418642925084013,0
7,0.014028056112224447,0.5517386483261882,0.5091070651174519,0.30968865351490094,0.552239832357713,0.5078031901917104,0.5746074403064297,0.42597613528120315,0.32245601235519916,0.772156395763131,0.39999508554724794,0.7719426725722554,0.6237562384451251,0.48881911968753833,0.5472152259301837,0.668332678851119,1
8,0.01603206412825651,0.6344828859019094,0.6282509087277115,0.5029527820792598,0.327290680209528,0.3405181688334512,0.46587739453674276,0.5930775613071583,0.6265291351772959,0.5321192167882169,0.5493477396095245,0.33394172535852085,0.41800534847360304,0.5960012522304783,0.4063052813737583,0.20815579615050359,2
9,0.018036072144288574,0.7125546624105157,0.6288888682574181,0.1366898979018943,0.2251221647826579,0.46320687255645643,0.33895518428979277,0.4284910293994757,0.6944726498971902,0.38324922008056034,0.6284432930415718,0.3745714518226283,0.27577605505546793,0.3321397969029089,0.604991861377454,0.47813283782344673,0
10,0.02004008016032064,0.6845794115090117,0.5510074688973029,0.5689818605545467,0.36113443949784174,0.5195387715898164,0.1340201257019053,0.6148906802283702,0.6367404491738703,0.43759350604436015,0.6800773148201461,0.17630184502435553,0.4686992838474995,0.41355168286959165,0.5062929610500626,0.49968897618150426,2
11,0.022044088176352703,0.6659694542856173,0.5047710878035586,0.6886374894164518,0.042202839057819796,0.5648737799686244,0.4710154888892921,0.778753930933781,0.7276430245252862,0.21953061445644473,0.1092977623301763,0.2953805328321607,0.40817259171409226,0.4216424333930896,0.24425973447236482,0.2802274732066541,2
12,0.024048096192384766,0.5062438150642399,0.8174185991951115,0.6303992500745067,0.4604878484742888,0.35522671477664336,0.2147880784266339,0.9581029034215065,0.6673372057731225,0.6589770561459729,0.5455819382400307,0.4365942790545044,0.31299781582369335,0.5497114471060808,0.47326189525734813,0.31270522053969885,2
13,0.026052104208416832,0.7820003156700073,0.5050878160167728,0.6082993829460007,0.2882516981744756,0.5442812753934068,0.6262104162671812,0.1836725681491177,0.3931109952972578,0.2597804171933591,0.6441716398740651,0.5677181288659353,0.4996290514044689,0.3448742014888344,0.44595926406300546,0.5272353679318595,3
14,0.028056112224448895,0.7108993293785006,0.24407878016420215,0.6838636520645893,0.46090350688647336,0.5699286394021104,0.18701431011636022,0.4759362549585416,0.7227730628689863,0.6791239358841549,0.6254348463357704,0.3639585212954271,0.5512965699418729,0.35939806314645817,0.8227726564087947,0.36450530120689856,4
15,0.03006012024048096,0.26778339603537454,0.7032063574737133,0.4413421626059032,0.6533467080408737,0.35150307713425644,0.6892712859725509,0.22840414120392358,0.3791059053427841,0.48557356121438994,0.4827067611527194,0.6974506353001341,0.5819902622953179,0.5822263536814895,0.7520609872032318,0.43309978798918647,1
16,0.03206412825651302,0.5115987385925027,0.4146560976722127,0.547082006775189,0.5172086649115305,0.5066314478632999,0.45482940459679344,0.5255528603466555,0.7857081404558228,0.7187777971821598,0.565172041462851,0.23376443522758897,0.39906539424904897,0.3522734670072684,0.6302111999247522,0.28316899703374326,2
17,0.03406813627254509,0.5142643407436835,0.35028192795071417,0.36316204240607675,0.5499768857361176,0.3458963045743408,0.6412147425690324,0.16613317356141788,0.20519643831481155,0.2592436115788329,0.6335155729246851,0.45424226569323484,0.41013405733372077,0.4995926669056183,0.5343875153872374,0.4562037679533675,3
18,0.03607214428857715,0.6441124730283793,0.6330873226683031,0.48576634508366506,0.3822670495404203,0.5164110357377978,0.3575474844693726,0.8624716671487983,0.7163715843994841,0.7654132234389078,0.5318689316687619,0.3556880038576049,0.45355188519583167,0.20034094709555605,0.49586897260220814,0.42865313784212544,2
19,0.038076152304609215,0.3646327703419482,0.3558915551210675,0.29038220397930026,0.621048665014829,0.5922197007730898,0.6725519699168385,0.26881965849679423,0.6799463616538342,0.12468721072027633,0.32456709500199976,0.5356086727968282,0.019500318605543188,0.7350596923903141,0.59502791244286,0.7006372836307684,4
