,index,X_1,X_2,X_3,target
0,0.0,0.5200888211659848,0.7793315163846992,0.19220899105871542,2
1,0.010101010101010102,0.5304619888439376,0.8249471700778093,0.6125637551740282,1
2,0.020202020202020204,0.32733293299712396,0.6141771506283835,0.32575379915096814,0
3,0.030303030303030304,0.568805713692638,0.5129636439539518,0.5719708466274053,0
4,0.04040404040404041,0.6443614666875946,0.6299557443958339,0.5893599399976428,1
5,0.05050505050505051,0.31816117961751184,0.5793973061739306,0.5198881761263087,0
6,0.06060606060606061,0.716364912088085,0.68753377271543,0.31191186146943073,1
7,0.07070707070707072,0.7236141335061239,0.362451490248251,0.7031945867228984,1
8,0.08080808080808081,0.5210688034075445,0.7604486300860915,0.5486353080953466,1
9,0.09090909090909091,0.2339249393104259,0.5759058371698123,0.6824856674423543,0
10,0.10101010101010102,0.8862809855786639,0.3252264631654145,0.7981800402006664,1
11,0.11111111111111112,0.3279894460012084,0.3975136678237467,0.2619066182381262,2
12,0.12121212121212122,0.6911369718378801,0.6875224687293429,0.33888016568093793,1
13,0.13131313131313133,0.4508532570184606,0.525140713952456,0.6979741594687886,0
14,0.14141414141414144,0.7253222031409368,0.5190765079908316,0.45440578403086673,1
15,0.15151515151515152,0.4515168273275151,0.7113077273484653,0.2771382217930132,2
16,0.16161616161616163,0.5669343379563815,0.5082869570736634,0.5425337439319228,0
17,0.17171717171717174,0.5496650790980747,0.6054006672623968,0.19998414582022161,2
18,0.18181818181818182,0.5982485921984798,0.5668609289933355,0.6780005669423879,1
19,0.19191919191919193,0.6541217839786259,0.7350680744071012,0.30891161974660375,1
20,0.20202020202020204,0.6171482343157314,0.5878183949025751,0.1379655808263167,2
21,0.21212121212121213,0.6099899882580371,0.5126671008397043,0.41279141983599166,0
22,0.22222222222222224,0.7874894784280817,0.6608834589915109,0.18102486289063777,1
23,0.23232323232323235,0.42981870259442967,0.7143244214321244,0.30112289736404313,2
24,0.24242424242424243,0.5609062890704797,0.6030884384055111,0.1995270767194527,0
25,0.25252525252525254,0.8316948639107442,0.3459955603065142,0.6183732539034325,1
26,0.26262626262626265,0.624987068982953,0.8448504118369711,0.29898275694822274,2
27,0.27272727272727276,0.4707466391288555,0.5474944008900253,0.5486363820863236,0
28,0.2828282828282829,0.2568216515206485,0.6194026589431882,0.3278501186525934,0
29,0.29292929292929293,0.6735972565681546,0.7122039270707381,0.7026099396445283,1
30,0.30303030303030304,0.5406473437028035,0.4933126369078775,0.6786612377548109,0
31,0.31313131313131315,0.403936521383726,0.625109401740371,0.3091555657602907,2
32,0.32323232323232326,0.7275578781512844,0.5176164630103074,0.14839249207471183,2
33,0.33333333333333337,0.6477587898439295,0.37015514432188906,1.0,1
34,0.3434343434343435,0.6042077017041538,0.5359171710639464,0.2666410316193438,2
35,0.3535353535353536,0.5018355488734354,0.6882440743082587,0.33667095705983097,2
36,0.36363636363636365,0.4576364827311711,0.865138209907995,0.3610525080141299,2
37,0.37373737373737376,0.6331483311983546,0.5371714376213823,0.8319999216389784,1
38,0.38383838383838387,0.7689738688044878,0.6170602976278025,0.43302781346064867,1
39,0.393939393939394,0.5155836616251586,0.7360332932584613,0.28640324904117864,2
40,0.4040404040404041,0.5878794558951344,0.5285222531049483,0.5321757804227778,0
41,0.4141414141414142,0.25975680803818085,0.6298771735800541,0.3188093586622537,0
42,0.42424242424242425,0.3865810602666354,0.21859674442070337,0.17332731117655503,2
43,0.43434343434343436,0.2837424646279918,0.6527475139833393,0.25301911371395036,2
44,0.4444444444444445,0.5220958444332382,0.4926603146923013,0.7977044787983135,0
45,0.4545454545454546,0.46614376484595943,0.3553390822156306,0.1652750224770444,2
46,0.4646464646464647,0.5218336267934115,0.0,0.0,2
47,0.4747474747474748,0.48312823097580415,0.9267315196176209,0.4646217738548273,2
48,0.48484848484848486,0.5153574234110554,0.5524815082834882,0.4126652960180984,0
49,0.494949494949495,0.4754383735224392,0.7427362785638967,0.36220388251938723,2
50,0.5050505050505051,0.9244002602042216,0.3430070462590578,0.4496421256532335,1
51,0.5151515151515152,0.3932340192093873,0.5004169413516132,0.23866753674220262,2
52,0.5252525252525253,0.1438692942759232,0.6463657326970673,0.4948204227642063,0
53,0.5353535353535354,0.7800629059803508,0.4240007137049554,0.6406845397036425,1
54,0.5454545454545455,0.30797510900911873,0.18922354048531365,0.13728420251798074,2
55,0.5555555555555556,0.7578817207286912,0.5704511942997647,0.510151820661281,1
56,0.5656565656565657,0.723337169890228,0.712954352821228,0.34425341470511306,1
57,0.5757575757575758,0.6650282834072163,0.5573302928896868,0.9087049866185416,1
58,0.5858585858585859,0.9392377649197051,0.3945467622631537,0.45717692061507337,1
59,0.595959595959596,0.5250850199130257,1.0,0.5142300197357795,2
60,0.6060606060606061,0.8927674048212776,0.4503976666719945,0.5676306206913996,1
61,0.6161616161616162,0.43885632761118254,0.5809363144235785,0.44489626343028554,0
62,0.6262626262626263,0.34434079405618817,0.6102411501186357,0.4135802357306511,0
63,0.6363636363636365,0.505194293486229,0.5006856223445835,0.7770433622002216,0
64,0.6464646464646465,0.39594315677930736,0.5574078997738615,0.6359429858284656,0
65,0.6565656565656566,0.48445373264484765,0.5355648197541889,0.5579615421340868,0
66,0.6666666666666667,0.5221734312950578,0.695183316861746,0.2524372392633214,2
67,0.6767676767676768,0.5713451647262583,0.5141147591751829,0.8891987456849038,1
68,0.686868686868687,0.050046299865880606,0.6796964787667231,0.36731451030241336,0
