,index,X1,X2,target
0,0.0,0.18366104635707198,0.8041996727337024,0
1,0.010101010101010102,0.9310910215651143,0.24678992983514808,1
2,0.020202020202020204,0.1780661561883563,0.832694549250749,0
3,0.030303030303030304,0.9086979785770319,0.3277825645652323,1
4,0.04040404040404041,0.8576812608960424,0.2711303233247068,1
5,0.05050505050505051,0.25578196484709836,0.9698083862320384,0
6,0.06060606060606061,0.8619052706082198,0.22501691512337807,1
7,0.07070707070707072,0.7051182212691804,0.15213041950660267,1
8,0.08080808080808081,0.19113131911131268,0.6814262024915174,0
9,0.09090909090909091,0.15276932136491744,0.7923289455804499,0
10,0.10101010101010102,0.23056813279134583,0.6851508240428319,0
11,0.11111111111111112,0.732034782338867,0.018676604016182555,1
12,0.12121212121212122,0.18449329395020442,0.874165285610793,0
13,0.13131313131313133,0.11081580677801234,0.8409513372240947,0
14,0.14141414141414144,0.7798190494010766,0.16785744859179635,1
15,0.15151515151515152,0.7709620348456203,0.11460011453178758,1
16,0.16161616161616163,0.84333294536117,0.3822056974830602,1
17,0.17171717171717174,0.7462825821212018,0.19189788900481242,1
18,0.18181818181818182,0.8431595013285369,0.035729082018966615,1
19,0.19191919191919193,0.2326472882034054,0.6310762996119118,0
20,0.20202020202020204,0.8565344413410532,0.02585532213441158,1
21,0.21212121212121213,0.8216606147779628,0.174515023055213,1
22,0.22222222222222224,0.9060357569486257,0.05817118572146707,1
23,0.23232323232323235,0.9208228930980464,0.18520209068575522,1
24,0.24242424242424243,0.8604631432537178,0.2206587941364347,1
25,0.25252525252525254,0.36027071903278646,0.8957707295208376,0
26,0.26262626262626265,0.8315498624440226,0.17832014528821477,1
27,0.27272727272727276,0.2944889513725675,0.9523417919258306,0
28,0.2828282828282829,0.8829477939212403,0.1740766522751458,1
29,0.29292929292929293,0.8154576270341509,0.4068906594316635,1
30,0.30303030303030304,0.20468384397144998,0.7995420195999713,0
31,0.31313131313131315,0.09791697836234131,0.7528763811295874,0
32,0.32323232323232326,0.12601892629677758,0.8581335650195824,0
33,0.33333333333333337,0.3505269203324466,0.8003452922929356,0
34,0.3434343434343435,0.25425667059104773,0.6526485077138674,0
35,0.3535353535353536,0.8885175482419172,0.3559969976357536,1
36,0.36363636363636365,0.853024120270616,0.1825634560734598,1
37,0.37373737373737376,0.25319662337937127,0.9157654991370356,0
38,0.38383838383838387,0.1554054346769697,0.773829695616398,0
39,0.393939393939394,0.242694713640508,0.6337567514224991,0
40,0.4040404040404041,0.2881346660901385,0.8385020326212527,0
41,0.4141414141414142,0.9079649938362857,0.027284426346963958,1
42,0.42424242424242425,0.7545374741172961,0.2211643292728417,1
43,0.43434343434343436,0.8787689942772795,0.13854581132265653,1
44,0.4444444444444445,0.8171108835673313,0.07312580463105939,1
45,0.4545454545454546,0.3515775653755471,0.7722431476747171,0
46,0.4646464646464647,0.2217003354851697,0.9723647343379589,0
47,0.4747474747474748,0.2501813396529742,0.8471189529669468,0
48,0.48484848484848486,0.1298506358475427,0.7071085730412354,0
49,0.494949494949495,0.7359513146803651,0.20862321071060097,1
50,0.5050505050505051,0.8392807542144338,0.28519526579396076,1
51,0.5151515151515152,0.076776207505318,0.7680140654159566,0
52,0.5252525252525253,0.18501295840695364,0.7772911149916915,0
53,0.5353535353535354,0.86886335804529,0.1994219369879089,1
54,0.5454545454545455,0.24553458111050866,0.638213784596319,0
55,0.5555555555555556,0.8918474692293279,0.0631893145384038,1
56,0.5656565656565657,0.23310346747473537,0.915102549842945,0
57,0.5757575757575758,0.8602630229592653,0.13839045337344075,1
58,0.5858585858585859,0.761844825988208,0.06716186552568985,1
59,0.595959595959596,0.25580259285097995,0.7600557352262448,0
60,0.6060606060606061,0.2322428518860838,0.793309421008388,0
61,0.6161616161616162,0.8189920776157821,0.2141425756780097,1
62,0.6262626262626263,0.1793207689204872,0.8713509187960083,0
63,0.6363636363636365,0.6735345620264415,0.1429956538474335,1
64,0.6464646464646465,0.9375727279099366,0.0666937717347432,1
65,0.6565656565656566,0.7623301961985302,0.16031260169823308,1
66,0.6666666666666667,1.0,0.1623160819382118,1
67,0.6767676767676768,0.10333535741605931,0.7816227236763937,0
68,0.686868686868687,0.7002430803764983,0.16328224373979688,1
69,0.696969696969697,0.8596574857772141,0.17882899536634544,1
70,0.7070707070707072,0.18525138998763857,0.9236032396743097,0
71,0.7171717171717172,0.7531771442374957,0.09113445944460453,1
72,0.7272727272727273,0.9982487021026969,0.19106782620909324,1
73,0.7373737373737375,0.9362194242299248,0.21778704696612644,1
74,0.7474747474747475,0.7998541948285756,0.22782387769196577,1
75,0.7575757575757577,0.824326872453863,0.18436332557586643,1
76,0.7676767676767677,0.8467152816888311,0.09717026033884825,1
77,0.7777777777777778,0.21859574009298793,0.9184544999465605,0
78,0.787878787878788,0.7592785638301464,0.29445718814526034,1
79,0.797979797979798,0.22361614844709815,0.7204149217094143,0
80,0.8080808080808082,0.8633108187400802,0.07690980070702085,1
81,0.8181818181818182,0.1731477648549815,1.0,0
82,0.8282828282828284,0.2953485895786723,0.7047415041128573,0
83,0.8383838383838385,0.1468657170551243,0.6863464616013536,0
84,0.8484848484848485,0.747019500082096,0.19104472045501952,1
85,0.8585858585858587,0.21485158454949985,0.793108008978101,0
86,0.8686868686868687,0.16453803363405328,0.790556333932265,0
87,0.8787878787878789,0.0,0.9010038684110766,0
88,0.888888888888889,0.8351869205787069,0.03325914135551232,1
89,0.8989898989898991,0.13787326937701555,0.8522295241051204,0
90,0.9090909090909092,0.9585249866425716,0.01085641201314929,1
91,0.9191919191919192,0.17323939262217408,0.7940120949830674,0
92,0.9292929292929294,0.2525806253175436,0.7850395392010299,0
93,0.9393939393939394,0.16669428223773425,0.8808058158970852,0
94,0.9494949494949496,0.1953692946557722,0.7449564017529007,0
95,0.9595959595959597,0.31323400158087333,0.9115126187150191,0
96,0.9696969696969697,0.3033157406835577,0.8536230137327274,0
97,0.9797979797979799,0.7655102643576766,0.0,1
98,0.98989898989899,0.20592635599298514,0.8563479179241741,0
99,1.0,0.22521294548364673,0.7994987676817027,0
