,index,X_1,X_2,X_3,X_4,target
0,0.0,0.8368992043138976,0.4721459031844713,0.5079202057284764,0.50228758751399,1
1,0.010101010101010102,0.8960298050369214,0.702251892205833,0.43407896272742913,0.5763266117563003,0
2,0.020202020202020204,0.5349790387403737,0.7559547603985824,0.6391421692687071,0.9198427537770633,3
3,0.030303030303030304,0.6698754028249823,0.5460170221610026,0.4123336114421917,0.5127542067926849,2
4,0.04040404040404041,0.5365973687981975,0.1375912850253655,0.11581693395174297,0.24730631520936053,1
5,0.05050505050505051,0.6435811205405078,0.5222800151041395,0.64720326320577,0.6384097604494735,0
6,0.06060606060606061,0.38430148183921653,0.743518915280309,0.6396789928860181,0.8636566816424947,3
7,0.07070707070707072,0.456279002238775,0.7097122302503576,0.03888640601847193,0.17885435875569783,2
8,0.08080808080808081,0.719276661630827,0.7578584087750408,0.5732429100679048,0.4635826857441765,4
9,0.09090909090909091,0.7631589661887072,0.6574934286908973,0.5986746099806941,0.3568950112746506,4
10,0.10101010101010102,0.760141072255178,0.6271015117705822,0.7822747717264571,0.4421069681488785,4
11,0.11111111111111112,0.8152394591233323,0.34165818310683693,0.6917193528357611,0.619902203141757,1
12,0.12121212121212122,0.6439506640165575,0.4818310014210912,0.3040466553167892,0.43324584086608675,2
13,0.13131313131313133,0.6515889070502131,0.6727371265269231,0.6543956602673799,0.5424434242687192,4
14,0.14141414141414144,0.13571587082034053,0.7679592251091323,0.6564758577180402,0.8553264405449027,3
15,0.15151515151515152,0.45376158109423886,0.38910188907317494,0.2740996685275865,0.5890629313296725,2
16,0.16161616161616163,0.6891318463878509,0.7475085682409679,0.4863767441435195,0.3282096638572776,4
17,0.17171717171717174,0.6677288363852084,0.6517715379800526,0.6813631220757931,0.4340983558769426,4
18,0.18181818181818182,0.5709937400084926,0.33257387289866613,0.20854376081808107,0.30385751929724747,0
19,0.19191919191919193,0.9360775854938683,0.7051499189036458,0.7292512418628686,0.3597026153702573,4
20,0.20202020202020204,0.6473636849258563,0.5361640527687037,0.7072849980060173,0.6202892918741076,4
21,0.21212121212121213,0.6008487630891046,0.41334980257051057,0.308760436859511,0.31644185867688635,0
22,0.22222222222222224,0.8670592829396491,0.6270858592967221,0.5297810015468766,0.41405215922004196,2
23,0.23232323232323235,0.08001063518266971,0.782698326594333,0.5995384922429401,0.8844540962402797,3
24,0.24242424242424243,0.8578884199297215,0.7930663492405092,0.29922325337013655,0.5026993038461265,2
25,0.25252525252525254,0.7495776629987811,0.7149009916194803,0.26382590573772813,0.42304811245185825,2
26,0.26262626262626265,0.8253077130160414,1.0,0.22936612310285237,0.35271106089092463,2
27,0.27272727272727276,0.9081105182081404,0.4767136142553698,1.0,0.8034806352340212,4
28,0.2828282828282829,0.9878979067383897,0.423564202155618,0.3765358008372867,0.6788856374303276,1
29,0.29292929292929293,0.5011289549669771,0.3559791033296331,0.4276562420059501,0.49943427074736374,2
30,0.30303030303030304,0.8315188624321717,0.6917158987701961,0.5095806640098121,1.0,3
31,0.31313131313131315,0.6842748713243378,0.5947615005690868,0.5763572721865375,0.48488274060266046,4
32,0.32323232323232326,0.8773159293710259,0.6683329308693122,0.6726545730979383,0.24922967050942968,4
33,0.33333333333333337,0.5379181524920078,0.20639613336727514,0.49452861490878297,0.5858180262139667,2
34,0.3434343434343435,0.0,0.6253144858741498,0.6795435562985636,0.7017629318742902,3
35,0.3535353535353536,0.7781655414860933,0.6549050924779621,0.6548353551988682,0.47928156630075314,4
36,0.36363636363636365,0.6534161382136254,0.7264512933364291,0.6276279826649369,0.43452722412964634,4
37,0.37373737373737376,0.8782414975014495,0.35428557488091084,0.4739105934150567,0.6565847773630372,1
38,0.38383838383838387,0.6979133423664767,0.525702295155378,0.7231756660268882,0.6729660112155089,3
39,0.393939393939394,0.7246501370030464,0.2678399608420289,0.3671751400980937,0.420405642193055,1
40,0.4040404040404041,0.25947627235771226,0.6599131042849962,0.5398717592422293,0.8380613082428792,3
41,0.4141414141414142,0.9007707992487682,0.6116275406622431,0.6042289761830086,0.8741148125393577,3
42,0.42424242424242425,0.6097468830450492,0.40554981247195204,0.1615771961090296,0.2875683258148965,0
43,0.43434343434343436,0.6493908265801644,0.29333322704525083,0.3835302432837937,0.6571626599988956,2
44,0.4444444444444445,0.46041019173129205,0.1508363856057453,0.4659310470246354,0.5936859303094868,2
45,0.4545454545454546,0.8563516564576044,0.9405468203972553,0.14573296294719296,0.5154705949340799,2
46,0.4646464646464647,0.9871874124456963,0.24102626410518324,0.3454082710053853,0.8761256985704928,1
47,0.4747474747474748,0.886120561944715,0.6476341463188819,0.5929076103966721,0.8604747962993717,0
48,0.48484848484848486,0.7229249337166169,0.4541637431489231,0.41538318251557416,0.5437796078221163,1
49,0.494949494949495,0.7890356513891292,0.3950656977273422,0.7633148623696401,0.7152059463857685,2
50,0.5050505050505051,0.34380852139895307,0.1593851922370904,0.6500382315800306,0.7873655848749141,0
51,0.5151515151515152,0.7653763076291316,0.8116221946030626,0.4674588051339392,0.29936989160598565,4
52,0.5252525252525253,0.552987328157631,0.3831993852925979,0.24835763705025687,0.4721775085491523,2
53,0.5353535353535354,0.6873914872372628,0.3776327524362184,0.4375661288251974,0.2196526393510967,4
54,0.5454545454545455,0.4814781738093929,0.8484364499082874,0.7589277535405736,0.9033066190291648,2
55,0.5555555555555556,0.6199924497469572,0.393656879163066,0.48710643957523536,0.0,1
56,0.5656565656565657,0.5799996624903184,0.4031912498600542,0.34169811069791944,0.6596669328855596,0
57,0.5757575757575758,0.7892051920608205,0.0,0.10829206121491702,0.5450353119993276,1
58,0.5858585858585859,1.0,0.93964144277406,0.4436245123786965,0.5273364211601713,2
59,0.595959595959596,0.635673201336488,0.3969675250412972,0.48513171793220533,0.4424075613945344,0
60,0.6060606060606061,0.4246611795743027,0.14215330429414896,0.3953233453211454,0.5199730677630403,0
61,0.6161616161616162,0.731068425868668,0.3056654388939289,0.40623187269196315,0.4955626244322413,1
