,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,target
0,0,1.248636730345795,-3.3229599401541967,0.04376913025547102,-0.8633668678406242,0.8119087561686482,-0.05470992328737523,0.2508639999858441,0.3862759908653448,-0.7274293810588242,-0.9346114986202967,0
1,1,2.7309162857250975,-1.7729784047470596,1.4556399458869538,-2.18187508300792,-0.1121319040427986,-0.0621854032039354,1.4965981474703571,-1.7599601356230812,1.577878162110221,-3.083198814074768,0
2,2,1.680417182625233,-1.1453297735034362,-0.5044390502240454,-0.3810505681728291,-1.8515162338501558,-1.7917609644455808,-0.21767322476767093,0.24457278793601023,0.676466639396599,-0.17479236327250292,0
3,3,3.5768898964791678,-5.35368024030122,4.1494280542770055,0.5893535013858782,-1.6418424389056694,2.4254846603208566,0.7314264639399857,-2.2920671528516694,4.028735641142831,-1.7805539812987883,0
4,4,-0.3598728567655587,0.8697738555180965,2.708137721951272,-1.8048065356227205,-1.079085270176324,2.067673751508626,3.5195494733386163,-2.6158066267579843,2.760553785019016,-1.7172652409067137,0
5,5,3.0498371664868302,-2.1090554481471795,1.1076325393819373,-1.4176991489633646,-0.44646615824857105,0.8189501178260545,3.6120050370161243,-0.2656413985273117,2.1453136541040148,-0.5150859435492964,0
6,6,0.13646307835506988,-1.2653830969522972,-1.0156739744646401,1.7311478637128026,-0.1307740559016639,0.47248400145469716,1.0294247163885375,1.5276599811644322,-0.5695886026850787,1.2132364960080384,1
7,7,-1.8262528729137086,3.722190525319746,-4.005748861864485,1.9748544515908488,4.916774875945286,2.038887563560397,-4.717005442749842,1.7381016860659138,1.4731967331807905,-2.7932737825156213,1
8,8,3.33766042317542,1.0771045871949505,-2.1747146381761286,2.6632062909186263,0.8076011766191586,-0.5125424416979976,-4.704650085851645,-1.8277433188709207,-1.047422128137116,-2.1334374822489686,1
9,9,-0.6895888301079061,4.875761023407475,3.312078656271871,-6.1336836344781664,0.286524964745942,-3.7794835637402575,2.1953636604521147,-4.829199320175873,0.7049441352399408,-0.32034064508993254,0
10,10,0.05512353128342207,-0.4488362294727679,1.1474217896710261,1.1348847982464032,1.0685078586173646,-3.046036071356487,-2.8226785438306323,3.3413771808261137,-0.4736138515827766,-1.804481824197624,0
11,11,2.691045271416599,4.2964343149964,-3.4547027265218944,4.447303603203451,0.8928385539166327,-1.527670239558308,-1.4145530952054466,1.152665883004419,1.5058207449501086,0.18599656968930423,1
12,12,1.8067425918775735,-2.6486368385621324,1.225949183536329,-2.4501887442917445,-0.01776447788313118,-0.012913638601572686,1.45206485914489,-1.797773092710949,0.818693328991905,-0.6936560358526711,0
13,13,-1.302227515885717,1.8795197886576762,-1.2864427273313521,-1.8220587544343831,-0.3708781024434751,-0.7742979275099793,0.5353560047009889,0.3649864333715286,0.800545012338796,-2.9266182211537637,1
14,14,1.823920245155875,-1.4121714659239981,2.949006662400871,-2.592252591181958,-0.912269476967839,-0.7261021462976327,2.7007536678489923,-3.0581196818655254,1.880782649590722,0.7336775399461191,0
15,15,0.43841235670786594,1.8319116449044837,-0.9185143836035715,3.9114897257992296,1.3279968015793606,3.3558718311612603,-1.2999937608402248,3.299300049220776,4.639156287228331,1.6553615450254813,1
16,16,-2.146103734699637,1.1484038206390241,-0.603340376671669,1.7391380943097812,0.24576186367111053,1.8992981145687042,-0.08578127909060018,-2.6303694028363123,0.5058925360088956,-2.478158970899467,1
17,17,0.9473372833355894,-0.6261869772043045,-1.2719287219928601,0.125025474467089,-2.267735519393889,0.33704661349186504,0.05893508188947805,-0.2561475641329083,-1.586487123594512,-0.6616323641246504,1
