,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,target
0,0,1.2395069356201995,-0.8430567842344816,-1.1350362714464766,1.2921790428384987,-3.759599589886245,-0.18560590517788267,-2.9135667672085854,0.9222582556986285,1
1,1,1.402633923507361,2.4807930362330457,-0.104584608050308,-0.48008697162199065,0.5531206944414357,0.663578600840059,-0.9336442947226108,1.1031108968791066,1
2,2,0.7417801388613748,-1.215886602122255,2.824748942269717,0.4373212789658263,-1.3124193122491117,0.5837772291264252,-1.2059464692399466,-2.2390205574354836,0
3,3,0.6504643841531694,-0.5470349726011525,-0.26539213977148135,2.3534697256260673,-3.458442644994352,-0.16367473954312395,-1.5298728229322291,0.7558043420120966,1
4,4,1.2614748410201304,1.727010390529868,0.5710666035005758,-2.3653666720027253,1.8593269476801484,2.2608253280364297,-0.3579380617456023,-1.3786026329900118,0
5,5,1.7390056863413665,1.5142999094157874,-1.082203465648214,1.291433271301344,0.35711558267134147,0.6438735790349001,3.1169781405748616,0.984150960067745,1
6,6,-0.24637334235959685,-1.3322513629185218,-0.34543379587865464,-1.612026709896532,1.7586717346014227,1.0911189849477216,-0.036613596785888713,-0.42464372742084966,0
7,7,2.767927036870062,0.7615438721948886,-0.581036721554244,1.1216878420366616,-1.8654740703338157,-1.0459505895308108,-2.657495226023206,0.8821830766007585,1
8,8,0.4023758142699969,-0.3553838838242941,1.5500684466699624,-0.3483732372135675,0.28489678577030175,2.3901730972535424,-1.499690328958999,0.621579061617525,0
9,9,3.913755267059353,-0.6205984734480391,1.5594419254480543,-1.9720784385409251,0.9724518962707185,1.448495685638031,-3.0672416104976348,-2.5022117376913164,0
10,10,2.305744925784099,1.2091767797908455,-1.5149087296884203,0.20872522949320094,0.07166729454415921,0.4767884411839709,-0.24703333726504084,1.1506054080446642,1
11,11,3.5380940477950453,-1.4135561647931927,3.2933884728893883,0.3800140836006287,-0.289413814395856,-3.268949948209314,-0.6955622507197566,-4.288625994751893,0
12,12,3.3198256132078203,0.8224006031655504,0.37544052056784194,0.8392467062184401,-2.0680643779670422,-3.320855282377095,1.2217892485272417,1.4877317612481837,1
13,13,0.894600293398328,0.38122715365420334,0.699260373494224,-1.2676006705038434,2.7584760866700355,-1.3843585377673322,-0.5192912043864468,0.565500786867082,0
14,14,0.4565145261728144,-3.4959423535607654,0.6587763418225953,-0.4941296219603548,1.1244141647661823,-2.1644552340742167,-0.8564162739765528,-0.12021395354443554,0
15,15,1.243003707858423,-0.09767678698254023,0.06372862176568539,-1.09216901425082,1.7618941291013173,-2.0031740412009187,-1.5637693125818173,0.8896384816191794,0
16,16,1.2935228431226988,3.011266450342573,0.8256407932430616,1.9631073076048255,-1.2511131991118347,0.14210751249854836,0.23864180073013141,-0.51302099269059,1
17,17,-0.055821383194053276,0.5852626254550679,-1.186904283653636,1.6854685539207588,-0.2723154467928427,2.750819660705682,-3.3713498469945034,1.1970843650279712,1
18,18,-1.1968219114074503,-1.862967098362292,-4.462605079756553,-0.11650929575060331,-2.586046361160753,2.850437914118079,-0.8876102827751543,2.4147976144003125,1
19,19,0.5194085671877089,-2.468260333918797,2.3685056582811215,-0.9144514137031255,-0.1845562677309136,2.4123006853122213,0.5923130334288256,-2.933767356844241,0
20,20,1.3435658113402686,-1.1362371685421793,-2.757201412764053,1.653741327730474,-3.069200344240042,-0.31169845267361573,-2.376586463406831,2.254089464368663,1
21,21,-1.098897415599522,-0.0951292762085183,0.6835342756406158,-0.0274357275212479,2.4590738747016356,1.7582147995287924,-0.007008478596169931,0.013267319812765743,0
22,22,4.803794292846856,-0.82545371020821,0.339891001204631,-3.262042433321311,3.1111473272708463,2.090265679409967,-3.111097588964363,-1.2505442332501244,0
23,23,3.717381922674155,-1.0648948078319889,2.695260438696405,-1.0444131306327198,-0.8781464014425446,-2.0996847807037025,-1.9505181941155403,-0.6828571585971654,0
24,24,0.036349831952685596,3.0861205870134896,1.4156465179194737,1.7036715228915686,-1.0817390803677303,1.8248782836795157,-0.49377270565651,-1.2892186688446565,1
25,25,4.580378077501331,-2.478342807485512,-1.0642503708391535,-4.165453126178393,0.7351819229396832,-0.2672754747107877,-3.740957932245685,-0.18046585915648994,0
26,26,1.3396683474826998,1.4649391579254196,-1.1117400902150147,0.8690446976943845,0.12958747049288744,1.0713975267599456,-0.001809433971188379,1.524137439748395,1
27,27,3.170138660896552,3.4818630411032983,2.500169389606264,1.803187498726616,-0.6556525795916526,-2.1952474131770616,-1.1409492573799274,-0.23808214512189774,1
28,28,1.5954907786990347,0.4649121532395257,-0.34673454185493013,3.487304236335436,0.886958206898131,0.8199640601606526,-0.02447317637135138,2.572054756266033,1
29,29,1.53337934532362,-3.048479181654625,1.8824116250522398,-1.406533151738413,-2.145686882101694,0.8404421726024447,-0.06555962432126639,-2.358395662714445,0
30,30,0.5492399759260671,-1.0529734117230498,0.8530073236417356,-0.957541038674378,-0.751645830167307,0.5504153501057041,-0.2342886217281933,-0.42190954926400237,0
31,31,0.4533171645601729,2.4657356843061837,0.9682833421929072,-0.513769091535748,2.4276049716174546,0.6136370742619112,-1.4241289852517656,0.34946125757645174,0
32,32,2.2153902652596402,2.1540092737981924,-0.929248524248195,0.794122109858453,2.1209978662773548,1.5997638363724034,-0.668174416011593,1.7963088694721836,1
33,33,3.8167426622773144,0.4820596595931492,-0.02349545442908374,-2.5616544520532054,3.246304739368221,-2.7897946496177313,-2.188111610690978,0.3495865959696456,0
34,34,3.202617292945671,2.369371810269111,-0.41490846891202793,0.7328317998595749,-1.002014094477556,-1.5019778181090624,-0.6884607141998393,0.6723255758168114,1
35,35,3.822136925545564,0.022610090780546876,2.663244794249846,0.14642071330324713,-1.2480244320254328,1.2895738804895764,-2.596411896789257,-2.3446186935486333,0
36,36,4.344555990226367,3.644348865097762,2.2503335009248593,2.3214918847576462,-2.855608935888191,-3.8465867220458323,-1.1173916583108177,-1.71993507824951,1
37,37,0.7556395398890964,1.4537076210195035,-0.5890489955677705,3.0248734872743395,1.9294943259297024,3.310447192531214,-2.3259934065764076,1.8503354128120773,1
38,38,0.9608180369151306,-1.1719941491044616,1.487368614718068,-0.4115825884864004,0.728825593001246,2.2714153789955405,-1.1572139449085543,-2.8949856962244667,0
39,39,3.1575921707979497,-0.40955316907415695,0.15334464844027573,-0.5241419131090271,1.4819403038944061,-0.6325115508212038,-3.187327203614419,1.004915635000693,0
40,40,1.855738762026039,2.1731331368540934,0.045335265081633436,1.5190093577760813,1.5124280478421235,1.5829121573788099,0.04698193796342642,0.9604488801912224,1
41,41,2.6097289698037818,3.1037351810302845,0.795281398552464,0.6407998908003609,0.49623471663700447,-0.08409957372183219,-0.9119820526587346,0.2685938931234949,1
42,42,1.277531195170138,-1.286828635036632,2.1941766092007864,-0.5497689683888488,2.0250424800251228,2.990939719679351,-1.017375847467496,-1.8014530681923533,0
43,43,3.880719718881053,-2.2085072736663607,2.8512671613640137,-0.7676727974071282,-0.13164162810852797,-0.48359869330630056,-2.771108806784317,-0.16034211400399578,0
44,44,3.390630306309513,-0.6258383093154343,-0.7918848053983574,-1.9744202670934659,2.9158162552414355,-1.7694117520368584,-3.2998552522695026,0.5499050919700674,0
45,45,1.6492601496371742,0.2558375689791119,-0.1501931627951376,-2.1598079570871516,1.6800599131761573,-0.809242008291365,-0.5551057729977421,-1.6106221816207218,0
46,46,1.3676970843941563,0.8711864727595713,-0.15614359667755362,3.110307046010068,0.1424549788828524,0.2981884614170591,-0.9026679383468788,2.4646139253640533,1
47,47,1.8881847701531056,-0.9833968307841353,0.9810530468916151,-0.33037241317984756,0.28643211636701316,-0.49884420963272835,-1.774004060041359,-1.598654660796437,0
48,48,2.192515999649705,0.9418264107148118,0.3348843607515798,-1.5979243481544685,2.18280098025735,2.37255560738154,-1.861469008654041,-0.7844673053317045,0
49,49,1.4043372340743272,-0.19999205388241803,1.5424674866154817,-1.0725672736835405,3.2478685301352552,2.506051666487886,-1.0075225028114463,-1.7993273763561937,0
50,50,-2.6756575527512094,0.32840238984668957,-2.360362544408731,-1.9683491580766455,-1.7499670879307134,3.3910782567589206,0.5548749180737393,1.1330087548931267,1
51,51,5.550645900202485,-0.28494605901141723,-0.8451598483301564,3.920326244577431,-3.7291215228628873,-5.2329216215678604,0.09853159649331156,1.460393289281015,1
52,52,-1.486876590815624,-1.634954560882674,-3.086621704401777,1.3069043844880777,-0.3864981739841534,2.92532215630904,0.7156769606391831,3.5750531386167057,1
53,53,2.6902397443336,0.643431013689973,0.7584343817238537,-0.9459523685063684,2.735039516517233,0.3005891006403101,-1.7251593004255739,-1.7295670590971615,0
54,54,2.6459330451738707,3.8895869465784396,1.0864239732834937,1.6598079444152307,2.221683315179048,1.0579790393719157,0.04157461827861275,0.18586592321077156,1
55,55,1.4745204811011807,1.345558212986969,-1.145483699063355,-0.296834705474067,-1.8845733821976922,0.8621892297470644,-1.0003371309857538,-0.15961334896518542,1
56,56,2.131074174804645,-0.07763450745088107,1.4291802891232737,-1.7968184626687327,2.788921540687488,2.317987470605803,-1.3182157923959044,-1.6298776955699328,0
57,57,2.246301684528727,-2.6479394235636398,1.4941639221377014,-1.4427568772106287,-0.20556787445875946,0.6294561100640413,-1.0060797300463513,-0.3922306103051304,1
58,58,0.039563168310218666,0.7321050982675693,-1.875506591151189,0.16279828151034048,1.0480005037631077,3.398667429683814,-0.49053482007841065,1.954836910685944,1
59,59,2.054250100739903,-1.3584859936931086,1.1110320774865492,-1.258936189803937,1.5550252231174437,2.2394005763875526,-2.1255681513029128,-0.3115055041611352,0
60,60,1.1872303742365822,-2.022518030569195,0.9256753258841566,-1.5715363395152773,0.7951158802040256,-1.0667713298783554,-0.6541484243360656,-1.5796263133748925,0
61,61,1.2014661994742108,2.20469676203646,-0.2843432015872063,0.9194851754463433,0.9602488623245002,1.2007182658064433,-0.3455445151817097,1.6131130311003297,1
62,62,0.9192554437075937,0.29028503248698,-1.187816687476952,0.2534795796080549,-0.5468345857565309,0.6014574044563885,1.3827401324281987,2.1521299542210803,1
63,63,1.6450293625425159,0.6704230639724187,-2.9337426711843184,2.153661607545783,1.493552296993673,2.228269790992231,-3.4432843004036853,2.8780776520050777,1
