,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,target
0,0,-0.7874408514825696,0.14180788274032996,-0.37782547546797063,3.1568468925713407,-0.5732340824962057,2.0873593935092414,-0.12728888488410073,3
1,1,1.3921246831452518,-2.0162677480363858,-3.7017000023944786,-3.0680585650465098,0.4763597250232543,1.6027551510562117,-1.7138931273341622,1
2,2,4.054904678400561,1.2495232381665144,0.0379750494035247,-0.4476392482231837,0.3386053055347922,3.556004543548632,-1.1494233903102207,0
3,3,-0.9768418742983535,1.2527270430620554,-1.153313901877373,1.106286590986218,-0.8303001096441643,-0.3304951648401244,0.03374032202834676,2
4,4,-0.5507420614407585,1.349771767467596,0.2830193486195204,1.1700634746752132,-4.618724518063463,-1.1133089830514051,-2.8174654570193898,0
5,5,1.0671875430590039,0.9843611619537017,1.9984684962141015,0.11105262527895365,-0.06336226648319321,1.6211486536502644,-2.3518414526410885,0
6,6,-0.48320251842425854,0.7685193689976896,1.0175596646507385,2.5208209537568225,-0.588924325883935,0.11644652089339436,1.115730075588404,0
7,7,-2.16883242588019,-1.698560122104142,4.909023320083185,-0.9512967152937033,0.5963071217405814,1.3099099326783952,-1.2995595781681004,3
8,8,-0.8521345797059285,1.110395077713194,0.3002707398269828,2.749203586562489,1.9809626183938236,0.00718953930449262,-2.6318206509143236,3
9,9,-2.3315616028854094,0.8071863320479673,-2.2061369042304424,0.9654638245820082,0.2180041645757531,0.04309789526351482,-2.3489344673324446,2
10,10,0.05479175566792005,2.4378586743492088,0.5723374883089944,1.426610343782684,1.9556563175729695,0.4268624710820593,-1.328735452527643,3
11,11,-3.28553644689612,0.3951278356000236,-1.5727263570433472,0.22659040397551844,0.9674292948384307,0.031034652887488412,-2.3288434116433283,2
12,12,4.231502552444914,-1.8924287890420914,-3.83099007273141,-2.056289511943069,3.3624491897550075,-0.10336115664582546,-1.3365057101859414,1
13,13,4.013732197427761,-0.2984029454670224,-1.187439401003149,2.5229713818180377,4.601893708296062,-2.780976253475389,-0.6067012292273251,1
14,14,0.5769098658160785,2.541287792203605,2.7704452078423585,-1.7978532655336377,-2.87069046510896,0.9243455412180814,-0.5662361611639968,0
15,15,2.303214114983511,-3.529253202291553,0.33885370840167517,0.9790372907058511,1.37664444966621,0.46236485104277625,-1.9194775545890463,1
16,16,0.9848930964996415,0.953942608921408,-1.2341161667224556,-0.4524584329714597,2.4278213484707165,-2.6095838284258837,-0.5877763123690316,1
17,17,3.5642986516102746,-2.6172580738402917,0.08394420607457143,-0.9075582428732057,2.5836369498756575,0.5150810894508862,-3.2058400979645603,1
18,18,2.575581433154728,-1.1726926982244195,-3.3533407766837597,-0.13088035877046011,2.6476725110411925,-0.771725041486448,0.3916307802889152,1
19,19,-3.4826455429679575,1.1018909463447342,3.0533015715828284,-0.39019145450869686,-2.2821817768013313,-4.234061707800185,-0.06478736767036175,1
20,20,-3.118360820744152,0.45061858641165353,-5.535078325540482,0.21777388498382266,-1.3272918895065628,0.9921503055802008,-6.7182001701661855,2
21,21,0.6126810060861831,2.8728028498827776,0.9978938179005387,-1.4932568795721393,-0.38357861362635504,-0.19495254720823119,-3.3227563668333233,0
22,22,2.3289801865571955,-1.1629482425452582,-3.5714247861868564,-0.41508860151627536,1.860568147302779,-1.737376422425983,0.6932078879440433,1
23,23,-0.7690985326980858,2.6234829330992655,0.17190103376170596,1.1244027977361106,-2.4511785321083357,0.9347262203760403,-0.7438682253178168,2
24,24,0.6338025996507648,0.42272757017629703,1.085117876727395,2.2355441618958727,0.753456011257462,0.9582811643571261,-0.6474240203631938,0
25,25,2.676696012093382,-1.3522776554660678,-2.3133279646438893,-0.9070324645309983,2.776598647767218,0.3307421727425712,-2.6323217737615865,1
26,26,1.1789213134465466,0.9320412149349474,-0.260040425779994,0.666248573852832,-0.35651618917270345,0.909033468099971,-1.105527568168184,0
27,27,-1.1799305756512712,3.733185217712421,3.243097315380374,-3.109209735873299,-6.1379370159639635,-2.0531283215427685,-3.3314913919162317,0
28,28,-0.17239161948308368,3.701549332975413,-0.1753004565605094,1.4453916094808972,0.26563353696604697,4.214121318047887,-1.1716159685664231,2
29,29,3.0103116694576224,-4.218605032209013,-3.03576570147472,-0.712156900522052,0.5415685010944582,0.5813936468935403,0.7607964848735478,1
30,30,-0.4788780517430924,-0.40703550581660997,-0.22303141802753745,4.263001078935591,-0.23470288540328965,0.6031253353835657,2.313959071731616,0
31,31,-0.3888077604203074,0.15648503385720425,-2.6648460983689537,3.065656008284327,2.5647738417058576,-1.2694745326262233,-2.429648203642466,3
32,32,0.7123185820795173,2.6769122007998045,1.4752934782833305,2.8383561990742283,-0.2614904239647027,1.270360519630462,0.8010948809248879,3
33,33,-2.404238403966034,0.34069775777225964,-1.4752195307115057,-0.28834426232684285,-0.3910438557914281,2.036270951425209,-2.43260525923914,2
34,34,-0.15702085099726437,2.921979416268208,1.3943347297526945,-2.886028120474787,0.2384118266307671,-0.4289737318421092,-5.209527955519989,0
35,35,-0.5914370755676,1.6786964063585312,-1.725135067445041,2.7141149690885067,1.6413091218647722,-0.45934435625039516,-2.0324627091821523,3
36,36,1.5017141190054146,-1.945858814147308,-1.6338653940214845,0.15524958854398263,1.386711803743043,-0.7288828906996601,0.36523523954342285,1
37,37,-0.717595864366382,0.5831987132585001,-1.082693595121237,0.5657086898573727,-0.498707572863774,2.6000696556421676,-0.6798491566538284,2
38,38,0.395757899157412,0.9643624580002879,-2.420228814250351,2.5864327649267107,-0.739145528923772,-0.25614614268249514,-1.0468187454643747,2
39,39,0.303400768162401,1.6827934437169212,4.440728385687896,-0.3863311204266491,-1.6418119207279305,0.7328054158109665,-1.560304142648279,0
40,40,-0.9652705260696525,1.6683849540572557,1.3858315189079518,0.9652696560087396,0.3871638763641938,3.542682238535585,-0.9072383585120478,3
41,41,-0.8903850762481307,3.864742257998335,2.1322933998487428,3.874463676069706,-0.786856755831356,0.5149337345389351,-0.481625991902374,2
42,42,0.061167552906113976,1.6591056694184259,-0.9249402378575344,-1.1305434792641447,-1.867531780297961,2.9994818061797,0.8412483565819422,2
43,43,3.873977103653213,-4.844510358080143,-1.798226906180564,-1.0280463296934719,1.983859685044338,2.60108146601142,-1.7326010089375066,1
44,44,0.8311113585657286,1.4354644140007733,0.6263934707697805,0.11085055861362181,-0.21232588265111618,0.9827704460096692,-0.45935716917514713,0
45,45,0.12955633335447025,2.1674632680569257,-0.9129837641027982,2.897089843214002,-1.664305652353545,0.5434158197933039,2.4858485345129475,3
46,46,0.286340488617691,-0.2343956302452408,3.50529687857855,1.3485595442855662,1.959477602055708,-0.0019234757622779153,-1.4351258103336866,3
47,47,0.035200952008462294,1.2616496467085554,-0.7694525744127588,-0.5434626641522362,1.2091717320120707,-3.389878311914853,0.1712627326073155,1
48,48,-2.383321293052521,-0.9282602455647708,-5.200815242288086,0.16254547746676118,-0.3687546512312212,0.08391222858468794,-2.987341128393198,2
49,49,2.908401370839851,-0.7658521897315005,2.151908857192225,2.3867139923795815,3.044108650280311,3.2967908664834202,-0.13670692717411514,0
50,50,-0.26920826354740945,2.257520102427828,-0.02368367530241644,1.7858413937098065,-0.35245879069228925,-0.0860070871416696,1.584418956067216,2
51,51,1.2856022230284458,0.7157885487452855,0.5704125868387001,1.0474635589217738,1.7251187711633036,1.676821071788082,-0.31214439679129824,0
52,52,-1.870965412651526,-0.7199490346110171,1.7547170367245564,-2.6904694730837138,2.993382981550872,2.9817977148218175,-1.5626544804132527,3
53,53,2.6041014356467693,1.7869629000368359,-1.4392351256776172,-0.292112116586009,-0.3464519668997875,0.8938158576114243,-3.789253700891062,0
