,index,X_1,X_2,X_3,X_4,X_5,target
0,0,0.2879248464030376,2.2275429379562155,-0.9192431864422559,0.47585107111859304,0.03677801888947241,0
1,1,3.2890384243254527,0.6105559683824369,0.09041045625854505,0.054568128375459435,-1.336360554695263,0
2,2,-0.926242457835164,-0.7456404716666009,3.0293753263111265,-1.7099275292638363,3.4157900031896697,1
3,3,-1.1650879121071616,-1.3038376334179054,1.5109350923714708,-0.9213108680808573,1.50773412962318,1
4,4,1.7367812401393166,0.5364522876650588,-0.8065308698110586,0.14259796194421115,-0.9420974440489056,0
5,5,-0.2890511936779634,-2.3496601613774097,1.3614191473556065,1.0417922274073768,2.2179293563504663,1
6,6,0.23901944428991373,1.3780937823518635,-1.4076728113517285,1.2897865403765771,0.122609683406676,0
7,7,-0.41941605344814237,-3.042281843184745,0.7597008820383431,0.8948135007056646,1.255466836811903,1
8,8,0.36449824885913784,2.8585303900708414,-0.4031207144028621,-0.6601847294762111,0.9308515768217763,0
9,9,3.4144708639172254,0.6647897742159292,0.305758888936996,0.7699267000705526,1.8895665413889997,0
10,10,1.205037271894028,1.7492787882052183,-1.6896542313379426,-2.5815314412398553,-0.6899462026829593,2
11,11,0.38722199137615043,1.3759013422353092,-1.3112016262187531,0.42300047747895997,-0.9185045831674687,0
12,12,2.1839320069448505,-0.682433077893648,-1.1687437590047636,3.5698824105503353,-1.6152592082613517,1
13,13,1.3581910049690054,-1.0013920632664677,-1.9081007925465565,-2.6083465213471153,-0.875096436188195,2
14,14,0.27033394168507685,2.03222652310087,-0.8295601942718803,0.5789132335875293,1.8592357285356202,0
15,15,2.0250780739230025,3.773198616979919,-0.2603360494271264,-0.5824837797893601,-1.8996297973341587,2
16,16,0.3653925108697621,2.1758907650179,-0.9371283322009409,-0.5701435870864067,-1.9015412591862817,0
17,17,0.676334053997965,-2.046934363675307,1.6396047260968896,1.1005998223255635,1.901985049595015,1
18,18,1.412687349146581,0.1520328183757128,-0.6438059146416346,0.9636401488340659,4.309668023207918,0
19,19,0.08334219164239887,-0.21177733610621452,-0.7058428002330015,-0.31630815600408513,-0.008202866111521212,2
20,20,2.5422936149103976,-1.48329865550072,-0.14939364642406572,-3.2555484654922284,-1.0379417341457307,2
21,21,2.564407372099269,-1.6023807779586474,1.3926620489920132,-2.027368471475448,1.2360959523802615,2
22,22,3.52077470195008,0.3552827193163157,0.6044151456146527,-2.250706542426137,-0.9395526993839537,2
23,23,2.068164327201714,-0.3708553168878028,-0.6582921500433602,0.5498014497031014,2.2714563377108723,0
24,24,0.8137271943719656,0.31754988793616834,-1.3605144849902073,1.3668240939577154,1.2857407433129429,0
25,25,1.0109149058303306,0.8434625191038837,-1.0782852049051772,1.6905228245944386,2.4227933890800464,0
26,26,-0.10329449672874547,-0.8794315546380027,1.2182319369589099,-0.26323959863649415,1.4321404742029074,1
