,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,target
0,0.0,0.5091972464933009,0.60009347669294,0.3705279773266648,0.21327162726396814,0.5102394398528003,0.6781761353665421,0.28141284299655756,0.8470373516560994,0.3788790204909887,0.5983224563483494,0.22540429126352274,0.34909678248996945,0
1,0.002004008016032064,0.7159772323466694,0.5989344879026037,0.5132810509613024,0.4600858090283007,0.4031623001470187,0.5558890701899377,0.697413938070857,0.4844437455262026,0.3979119155528602,0.6684250303766355,0.5025185090267879,0.46166751040338583,0
2,0.004008016032064128,0.5386718925241931,0.3794536607214555,0.10125817666925885,0.47070282396547025,0.2501593776791978,0.3964661338499321,0.39165046643433316,0.7912483027327224,0.7681748337615479,0.5635538993349467,0.41729004777049195,0.6370464712721655,2
3,0.0060120240480961915,0.6325021595460296,0.3411916949516993,0.5271518671384163,0.6280925196145961,0.6651243797953001,0.5603806735152888,0.47749653794780855,0.37594294511146226,0.47513959704689657,0.4349625189031576,0.4273852530300689,0.7247747520490453,0
4,0.008016032064128256,0.47156541543633756,0.3599760703851977,0.4275274462508927,0.44762528365094023,0.31929117783641325,0.7665343255584889,0.5680384551978668,0.4537539654143577,0.5399941685008318,0.6311213492618672,0.34918724794756484,0.4962191584512844,2
5,0.01002004008016032,0.3823097490937666,0.47615127297983434,0.5112384107569731,0.5996080169887164,0.46984341995938056,0.6304281191992783,0.634336168498608,0.24176085902159475,0.42095973273594534,0.6802566786278166,0.5843155345790674,0.3434615564861495,2
6,0.012024048096192383,0.28282952306577114,0.3974206542238414,0.48143302460962256,0.4168246296649368,0.3214586001667814,0.9433351985337809,0.47228723219307944,0.35189404848973294,0.40588521165739205,0.766978966707465,0.47351478444586026,0.7750146492815788,2
7,0.014028056112224447,0.5376650545126869,0.54930740114894,0.36376667122905204,0.6853863240576278,0.7399741777262705,0.23877720270804334,0.6216916966395093,0.20805457205210415,0.6575283245659087,0.7318457621403647,0.8243342614697248,0.5158706724770772,2
8,0.01603206412825651,0.9104791491548652,0.44429548160933363,0.7424655171558858,0.6989283604477627,0.13267670790107522,0.6133458995718202,0.7887099542311566,0.21509267313425307,0.5358402068882613,0.4435909052340202,0.5801163972678832,0.295476875922837,0
9,0.018036072144288574,0.6880449343293449,0.7489660195057465,0.341798400901004,0.5916611339111233,0.4779970750689169,0.3848214980620088,0.43915080722608424,0.6595758550261395,0.2900318153518982,0.9440793766816288,0.5691795396284381,0.7773706513228704,1
