,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,target
0,0,-0.5336638763414905,1.2419583607436355,-0.777748428755539,-2.607625287526951,-1.430026264237441,1.244015937406516,0.2908964859550054,1
1,1,3.5613678866575134,-0.574347765711713,1.3020618336876808,-1.2117791441417496,2.719741810199998,-1.0189727575682237,2.0616967293990807,2
2,2,3.7839833061119337,-4.341497170485083,-0.17697481279615612,-1.4611848606704458,2.032722621770534,0.7067916158883731,-1.246822077005141,2
3,3,-0.21637230305283905,-0.07292765607851381,4.22255763291297,-0.41420047103932567,-0.3797162818357971,-0.008547106585431008,-1.5662575302360846,0
4,4,-0.6884155187376237,-1.4567315826429557,-0.022777955027887264,-3.6332497662838725,0.19679917038813255,-3.750144152837282,-2.56618072596041,2
5,5,1.819607682449832,-3.813468237817509,1.2793872459172133,-0.18670844702880784,0.39637329358571194,2.7728955312203922,-2.969808707808148,0
6,6,-2.0446920966657127,1.5702480198254107,-1.5349052319349061,-0.4606296065178348,-0.01810839468623404,1.2218271292270653,-2.1799246513844666,1
7,7,2.522919011161109,0.780715092166719,1.1558902429367806,2.7202887482333193,1.9180682553290627,3.5150008301655995,-0.5630920769603396,0
8,8,1.5417092317965704,-2.2284878119977694,-1.3301079325404963,-1.366173855442818,0.8260825918232313,-2.1411529929076227,-1.3165441952890216,2
9,9,2.0792371366900575,-1.3499110189161316,0.21250763417103824,-1.0480636343059044,0.2844579111968799,-0.6425967030841876,-0.37688160256553005,2
10,10,0.909033468099971,-0.35651618917270345,0.666248573852832,-1.105527568168184,0.9320412149349474,1.1789213134465466,-0.260040425779994,0
11,11,-2.517825149160758,-1.0990134049308211,-3.217233590537972,-1.0770551628153926,1.0700158380269462,-1.9324148949670952,-0.1711732663481088,1
12,12,-1.4719314338051839,1.3643963874708678,-0.5044073412720186,-1.98630289947033,-1.030054031578793,1.481984443504519,0.3421578248829664,1
13,13,4.701435417674598,0.8790035955725504,1.8232139699018564,-4.015915172366368,3.547355174887415,-1.8490240566393017,-0.9063552346006339,2
14,14,-1.1082874709676815,-1.780975636357656,-1.5625147899181036,-0.3446876681335821,-1.4187460325518493,-2.4816789295192923,-3.494699630809457,2
15,15,0.6146023248134358,0.0819736171158485,1.316410800117862,-0.7994861315142147,0.7768116534715098,0.02570470990517615,1.4635418993324787,0
16,16,2.60108146601142,1.983859685044338,-1.0280463296934719,-1.7326010089375066,-4.844510358080143,3.873977103653213,-1.798226906180564,1
17,17,-1.2921725656328085,-2.354328658537696,-0.7555696243709422,2.062513222050559,-1.760105653072078,0.5682649885946762,-2.4417098145526337,2
