,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,target
0,0,1.8652917108576799,0.18077720024160204,0.22696659976941302,3.0632525553386847,-1.218015627392477,0.7395333994856463,2.53176286057941,1.9232902169805628,0.8155584685270956,0
1,1,2.9220544171669234,-0.7184506460880171,0.6424091141693489,0.8926509096588608,-0.011879123573814043,-1.6239973797874963,-1.9148431170967855,0.2594500075843469,0.486412562957526,1
2,2,1.7772682865676561,-0.745935793064473,-0.4221863163236639,2.393425619660691,3.90790029738811,1.7716549083870174,-0.11727999894030694,-0.769758920791296,-3.5651611531792535,1
3,3,2.6825230463630616,-0.24166876053575592,0.6187442219454884,-0.5882121808491849,-4.629217863420186,-0.9919044371658318,2.695357532985982,-0.34478457419757813,4.025162641826201,2
4,4,-2.3529199302574653,0.6749009453748314,-1.171252255572826,2.1939954078320416,2.5218521586965776,3.881697121171336,2.1977338749942295,-2.697459507135214,-3.7153609262716207,1
5,5,2.507997567154163,1.6542090140183687,0.7978219345711839,-0.7956053037451576,-0.42593796599854605,-1.9052673925693804,2.587321517559233,1.1450594252128976,-1.058300107959529,2
6,6,-1.3961407594374216,-3.43434129311035,-3.3366309084430377,-0.39319576966486103,-3.2130366328054443,2.6969562897104606,1.4577163031234728,-1.5899908252806987,0.8640833987827665,0
7,7,-0.5131165544360583,1.4943886213142565,-1.7337212683407544,0.6992193494869511,-0.8043559207973372,-0.21387880923741076,1.9701008434206944,-0.683870164674856,0.420562626183863,2
8,8,2.8895258050957375,4.377328702926,-1.5228251079882669,3.006761579596721,-4.331459631369263,-2.553212895723844,1.7180469131120104,-0.5172577080314806,1.0478680693877394,2
9,9,0.17426543996359467,3.4950906456044235,-0.6567188092006954,2.0553278245086366,-2.6351683247565476,-1.8986099671807182,2.6188929168959763,-0.8125629708092472,-1.7716292565141853,2
10,10,0.7213728597671814,2.833078634011667,-0.012483066088868622,2.9266870825718656,0.8928550635634454,-1.8003365440681547,0.08660093262145363,-0.48932519717797174,1.9878130008507746,2
11,11,0.6016338775239352,3.315344527456098,4.674898757878628,0.667946493909443,2.1512872782477848,-3.5109236238131154,0.9652249922028705,2.5259542998036,-3.2868593937541424,0
12,12,0.8944566008171735,1.6749591552603835,-0.48513272121206796,1.9659984459849351,0.22543760257874634,0.4056436692023957,-1.9775688212601312,-0.1345102144175505,-0.2215403067517736,1
13,13,-3.508536281737566,4.123538599789633,2.2333695146935026,-3.0189616433857247,2.60415978223802,-0.954560547527201,-0.96707994102017,0.6430033509993573,-2.472198823044515,0
14,14,-0.8899781563929952,3.0828959649837127,-2.1534391079349238,3.239555293433192,2.0016843976843823,-1.9412143425358912,-0.05872545868602064,-0.9141986658795758,0.47583279485334984,2
15,15,4.461752997288355,-0.518660520802426,-0.056358805430480885,3.1748482033343373,2.228980330656471,1.7956803366167717,-0.6933862071019051,0.9488305271591011,-2.6980780461823572,1
16,16,1.2648875303952478,3.8706626217891835,-1.1636452872092518,1.198991421954084,-0.20957634218605814,-0.6935144609365763,2.0407816676284085,-0.41977718347776427,-2.8350001607726445,2
17,17,0.5771064686183849,1.607877613729213,-0.7552408548224293,1.191312984441395,-2.0101769107617065,1.1882134471503254,1.605240576682686,-3.331529963297838,-2.160502370092384,2
18,18,2.0354286832584894,-1.7098339864501702,-1.9752185954473052,-1.6903112138081986,-0.3191599457167891,-1.4683385852185482,0.21413121352277797,-0.25637831390401733,-0.4065629023925663,2
19,19,-2.100159100793334,-1.9502914231261568,0.7009538856694013,1.629472177273473,-0.47646079309465894,0.035506874893762475,-2.010137124161691,4.5119193658080805,0.694827952667779,1
20,20,-1.5407099077576967,0.7948839943622684,0.6678546638752336,0.14595837793498223,-0.3629140205159702,0.19461955139963583,0.7142780758055118,1.6000975275968217,-2.7154353496298853,0
21,21,-1.4777619380620117,-7.016066385028351,2.536145933798253,2.245191660786648,-0.16040746772114334,2.0185080457001656,-2.0562654196665666,4.043644842481611,-3.1256142950438037,1
22,22,-2.1375953134933923,-1.6702012944780233,0.24411148055551246,2.5431124295074534,0.1110538833308462,3.5070862066157904,1.244875940688162,2.5295355111238065,-1.7426703624485103,1
23,23,1.0513122191841917,1.4208129951212634,-0.9324177862990373,0.8488369418647744,-1.7509342785954722,-1.8785198569449622,1.6741371626721104,-0.9917853708135678,1.1643299197660784,2
24,24,3.498209253886906,0.5348953296071306,-0.24224135157203175,-1.3260984704233563,-1.9748421790671924,-0.9234367188637589,2.5785525620977694,1.2446183332291723,-0.3581779086502854,2
25,25,0.4348412474357368,2.390195408905469,-0.837553326742611,-0.5123687145361446,-2.1205513776961027,-2.334048186694635,0.6176960784231422,2.9624428438310213,-2.142029923538492,0
26,26,2.827691142877681,1.470377200455945,0.5526441658759684,-0.19516403642470437,-0.28760982976239813,-0.5578641960414065,0.65400013986919,1.7561724017969036,-1.4119945519997592,0
27,27,-0.21313479193696083,-2.9348328698817254,0.6024269807961995,3.624766990428795,-4.63353580008526,-2.7197074743005887,3.216103572336415,0.10852672657416174,1.0633654621941724,0
28,28,4.559928739301789,-2.7981687447839603,-0.370709341388473,2.60358454585199,1.9106584530165729,-1.670584639122497,-2.148256042569831,1.7967019649441793,-2.0006418734938016,1
29,29,-3.772398770327977,-0.5784145934937053,0.14722417289151912,-0.6408834749681916,-3.2035220789914898,-1.5687568208888014,0.09880045792293679,0.2609732123261451,-2.2904800959778315,0
30,30,1.4086866990899838,2.1418939235493095,-1.5461189574666543,3.9115211335167994,1.7219403128751387,-3.416306275086944,-2.1001251616986885,0.13700366579075607,3.620679712632301,2
31,31,-1.2795084754817618,-3.5944270001682654,0.22821208973510654,2.8693445417750145,2.0147328105908278,0.4165070213623133,0.9741001283235626,2.813867047300887,-2.7351385223753066,1
32,32,3.2256578094973927,-2.709629603076775,0.06019536928558922,1.768317551096846,3.4260405341342124,0.7445186361714984,0.018117518216017592,0.2799802764373658,-3.0746217042959954,1
