,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,target
0,0,-1.8872882390483139,-0.9905585100158701,-0.8311487844873418,-1.600386680061968,-0.6665639995478927,-1.0420399372213205,1.2358226283750238,1
1,1,-1.680513498961207,-0.6312163394687543,0.2654104019713781,-2.9418263249542123,3.52821169706179,2.4588256821214642,-5.088918504838184,1
2,2,-2.7971091534360912,-0.9580590415478953,1.2970540098518462,-1.8399938334757584,-1.1009919348251604,-1.2369588919036207,-0.47361042041969337,1
3,3,-0.090294782539317,3.0685789094580356,3.0057020864140958,3.4552683767747028,3.185847661322084,-1.6370758112384647,0.14003506312970293,0
4,4,0.5600136601496415,-0.23953592576047777,-0.3214416343889135,3.468157920221599,-0.17310922155581565,1.1538017944659273,0.14711652203028658,0
5,5,-1.030054031578793,-1.98630289947033,-1.4719314338051839,-0.5044073412720186,1.481984443504519,1.3643963874708678,0.3421578248829664,1
6,6,1.5014222212947184,-2.2846060799970864,1.145931719484901,-0.5244913087773184,2.080175433725356,-2.568837314398462,-0.5846944358680348,0
7,7,1.4198577754754216,-3.6619946539487684,0.11149554572440834,-1.0074282191297663,-0.16318637037369488,-0.7276957803707449,4.027726375008691,0
8,8,-0.14360177357283577,-0.21534385363467412,-2.556771093528628,-1.5703820074833041,0.9321059692729831,0.8254135789471639,-0.6352871574284842,1
9,9,1.349771767467596,-2.8174654570193898,-1.1133089830514051,1.1700634746752132,-0.5507420614407585,-4.618724518063463,0.2830193486195204,0
10,10,-0.7702072260359061,1.2674204150823116,2.5488055083102505,2.872244473121975,1.823139417887479,-1.0201930096512435,1.8346643806447782,0
11,11,1.5912437086627462,0.6754083286593768,-4.9447470718469875,0.6244934332039218,-0.9406748745505131,0.6281003276913018,1.9478258805535993,1
12,12,1.4354644140007733,-0.45935716917514713,0.9827704460096692,0.11085055861362181,0.8311113585657286,-0.21232588265111618,0.6263934707697805,0
13,13,-0.07634801901211086,-0.006734609682311765,-2.3399448072108697,-1.4437566153049364,0.345050533131793,0.269329184296037,-1.4162202009095546,1
14,14,0.39637329358571194,-0.18670844702880784,1.819607682449832,1.2793872459172133,2.7728955312203922,-3.813468237817509,-2.969808707808148,0
15,15,-4.714619746528556,-1.2644375396052228,1.957228822394872,-0.035032510543977824,1.0598145629579312,-0.48220778688453714,0.3993496179632037,1
