,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,target
0,-0.8318222082304447,0.32846627547727913,-0.9161919154812425,-0.6905410523162594,-0.7157599891107518,0.01982647523176344,0.5373775208430147,-0.7837656655863965,0.4353382395485533,-0.06717829004935526,1
1,-0.06613261462582246,1.0322412303755164,-0.4367197360405955,0.2658782296520485,-0.24702570074599667,-0.0011298969439772885,1.022308363551563,-0.4700421477595015,0.9451659614261181,2.0997217891665154,1
2,-0.43745830032341043,2.666882507338671,-0.8874921778021001,0.41953244390702776,-0.372833152091767,-0.5562958143915292,-3.1724907739423003,-0.12094814860778157,-1.2474388080697236,0.7223813578277714,0
3,-0.5260348426675804,0.4362822137743394,0.49201884799279927,0.4209729443893898,1.0971527117536957,0.028956053309628783,0.7413101402578086,0.6988284202025348,0.5957128981266867,-2.1533429198712444,1
4,-0.30522470435466764,0.6347452396226692,-1.0651136630753726,-1.3118362323501596,-0.186971302985446,-0.05672876103580841,0.0399509659909687,0.010352619843380607,0.20762322191754118,-0.6095122021592831,0
5,-0.33708597111803934,1.2185445819176843,0.14866745720211155,1.490726136849952,-0.30246968648812833,-0.2280059871331116,-1.1745725266840115,-0.213442870930208,-0.39546684162018847,-0.6134026635409398,0
6,-0.8049664808525608,0.06629615325075155,-0.1115088271429437,-1.1410085097527383,-0.41361566562964275,-0.16144338279946624,-1.6296849065143961,0.6954024745502987,-1.0151534753888287,-0.38769991640856116,2
7,0.5362909095171899,-0.2877203092722903,-0.06407776414871663,-0.8903178480198718,-0.16212397547985843,-0.12094783791227809,-1.5589244092689112,-1.8437935834807457,-1.0719069149353404,-2.1961278210999464,2
8,-1.2392583948534726,0.19358978864660525,0.6354180302092264,-2.0038623644067535,0.2773769379581917,0.030771331078135865,0.5172332367259891,-0.26451484131061076,0.3838242564622018,0.05993263026632825,1
9,1.2477420726737338,1.2622179622263006,-0.2949496782920278,0.8949243769444413,0.27899416222380197,-0.19277897977246372,-0.7607262982313641,-0.7184072655691974,-0.12030082425705618,-0.6734906242438685,0
10,0.23940450053537707,-0.06910258189289564,-0.580053241370043,1.4872461553359273,0.4720022709192744,0.046132347378239916,0.41542880684052375,0.6820520657126199,0.24378608909673333,0.49968511030293383,1
11,-2.5322460852196853,-0.9586728890412607,0.4359753895000459,-0.09884520123930605,0.12617790366196718,-0.00700644054079273,-1.0340813420768318,0.19548173155329082,-0.931511495313479,0.6820694900626313,2
12,-0.10960980392583083,1.2542398001947657,-0.4363858905265686,0.0064222698109378164,-0.3700110298821277,-0.1875300899527663,-0.713575207255252,0.5462842480036996,-0.09266992445380257,-0.08836295920533532,0
13,-0.3256110521485036,-0.06618603527068867,0.007880184694728152,-0.24066517453021302,0.21209335307417523,-0.13146573113326257,-1.4474740459846092,0.25719897035592737,-0.937566250535732,-0.1643352058853912,2
14,1.6155828235482317,0.7777107875538982,0.9648516330974576,-0.8058700664961888,-0.5924642591528942,-0.10874275853387076,-0.3632681568975292,-1.6834381922209503,-0.0072045073510166365,-1.234348871879922,0
15,0.5540577711159071,-0.5434295109311664,0.07959786237603639,0.13429649724779288,0.03003147916408217,-0.07321367968675575,-1.3136240763857943,1.1701987091966037,-0.9896686933750494,-0.8617030702562581,2
16,-0.8610879101735704,1.3984781674729996,0.4097627959594974,1.4104591452035038,0.6979032725390276,-0.021641318092456608,1.1737421737914822,0.08382662792936094,1.1464320926468003,1.4033699701251907,1
17,1.2235688824186275,-0.6554583937884766,-0.053120653017545344,0.3891591956679287,-0.6256772874962124,0.05375566028606509,-0.09193805506889108,0.3721054726068629,-0.24656189065082762,1.0964692338108837,1
18,-0.3920126399191296,0.7048170077536025,0.6934789119139937,-0.8627757640431206,0.6170059495766975,0.004255748846739052,0.7508504794613935,-0.47883745600840416,0.6788783684338857,1.0599363840466218,1
19,0.8890371222798921,-0.9157245969561424,2.2724347204468818,-0.09791524644290406,-1.276304416538336,0.025270163474329,-0.6519581593123858,0.5222506360177785,-0.6766849942488038,0.5737444210044131,2
