,index,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,target
0,0.0,0.4788032188729697,0.39699965199716364,0.3782529400820326,0.7219801849320635,0.6325503330128491,0.3212864082142174,0.3301512038200267,0.40825694591612444,0.27263454657697384,0.48468884067528406,0.42703007119928277,0.4924542800746705,0.21174113930391059,0.2805395236442256,0.14012574195700356,0.2640270742899836,0.6650305600968076,0.36383433622064065,0.8811975258891113,0.30612048530124214,2
1,0.0005002501250625312,0.5272645997760639,0.38256400968259846,0.5903252603655478,0.24146176301396244,0.49920880089339215,0.6175963166762242,0.5866252128607742,0.4139437237912439,0.5545507839684717,0.2814371768757475,0.8284448012390109,0.5522354633170256,0.5812744852886483,0.4065794089298743,0.44219476403923497,0.6559638018429097,0.5562549247318934,0.4998300281383867,0.5252608389485139,0.3892558767209313,8
2,0.0010005002501250625,0.38598451288725855,0.3602646042384111,0.6663385708985237,0.4520469645730636,0.744711805965989,0.618112511249885,0.4992159394026238,0.4609515551051921,0.27156489992076527,0.6367030126288984,0.36466903361451763,0.589421017266843,0.45182661748266906,0.2403979289075514,0.5555801475751531,0.47258258480773685,0.5707520767680987,0.5708819993073325,0.6295681923273561,0.5331090275023588,8
3,0.0015007503751875936,0.8874577541295412,0.19495671281195437,0.3700546967667598,0.4405785295829024,0.4752209040103417,0.34782626001234196,0.513103493725486,0.598570263211513,0.7104383990053119,0.007510743662857644,0.6516527103062535,0.21457638911570323,0.4375647833111793,0.5346031744562917,0.6128737350426708,0.1754031143443,0.7012442749850248,0.42051686810707084,0.5642517031931772,0.10681529262084316,9
4,0.002001000500250125,0.722043443137973,0.6533805933351827,0.2872473538549474,0.35100634459196356,0.3639308160033591,0.367819777409659,0.7776690603810742,0.5768165465404104,0.5063699883064047,0.5368457503888074,0.5990122593844474,0.43466594008579723,0.5523222442556359,0.4688362474449484,0.5932202231827882,0.6526638968905178,0.5350919243994022,0.228331139342116,0.5810123048060042,0.47731682294489153,7
5,0.0025012506253126563,0.6056389206338227,0.6568707646043989,0.5396063573181821,0.5753998099667481,0.24524926047928647,0.31241373363456315,0.5186440999917566,0.46066560104827553,0.31086049019701334,0.39316576946338877,0.30663248510225605,0.7380940134635545,0.5054888304648604,0.4564267429317797,0.3509901297401602,0.3678410067954121,0.5735559513549973,0.5303285011480444,0.507412648806803,0.35328404413521447,3
6,0.003001500750375187,0.7787373684482353,0.4944325545347592,0.5671303613960745,0.3498055155100772,0.20117764265541405,0.6416567694233977,0.5602989975484398,0.8243946735280772,0.6326860877157023,0.5222489292089818,0.32798840972006726,0.5261054045201559,0.7140035855350175,0.6703626504784838,0.7919332557113214,0.6385634241918379,0.592840051197778,0.4180377469105318,0.5932697032356802,0.33878283089395866,7
7,0.0035017508754377185,0.5846280632972805,0.7129092153431755,0.46845423262482944,0.5602042231269964,0.546589669761832,0.5516838901867578,0.2789155716887828,0.5422476457891741,0.29646696623991586,0.7174416493548401,0.5565445324941342,0.5282966491033185,0.5569202136608812,0.5409015066597258,0.6367237878462335,0.4908075428322336,0.7689402797202037,0.4358375272650735,0.4605165097742065,0.44864621904908647,1
8,0.00400200100050025,0.7306620115367148,0.5922215303194117,0.3297248075078616,0.6017644452906743,0.383044536904982,0.5727591943878784,0.4080925871437143,0.34542640148671033,0.2392032484055161,0.7188050533913456,0.4037708858099556,0.4473885280381261,0.4460351516725037,0.5241849517205643,0.5335877998218685,0.4039352996487401,0.5575878932183117,0.5791073963703597,0.531067031032534,0.36004013482968217,3
9,0.004502251125562781,0.5080165587025217,0.4808563303212452,0.382856537265839,0.5368712767976657,0.5861107686113703,0.7503057306230669,0.5673960439951289,0.4750385919683453,0.21884281082246948,0.6782079954389741,0.3260912627677283,0.29675335377294826,0.443139119867108,0.40833187434375073,0.49448754730463407,0.45176741174545515,0.5563001174112943,0.5525607456781052,0.6283529927364885,0.30264383224925606,6
10,0.0050025012506253125,0.45664933958411397,0.7602509441856572,0.27376401300765973,0.5007489931231589,0.709769642250218,0.1430823923545394,0.5888409625528753,0.4866107944736598,0.34715349973414344,0.6823909569649382,0.5004035686127224,0.3974623103098769,0.40999123715462055,0.6524301897230433,0.457522978948943,0.5545520171202075,0.4466328454877392,0.2663697567061686,0.41369467885074096,0.4968723636337793,7
11,0.005502751375687844,0.7292132399451206,0.648107580272366,0.5118210763889994,0.33642552690081384,0.34794621908469825,0.44411016284030513,0.6476747525194537,0.7305452402507526,0.5453297557247352,0.7711238951159376,0.625062944527136,0.48575819048321106,0.4666068328883388,0.4545769369617474,0.45509030480049706,0.5685638371382056,0.5374929244228412,0.41958539094689107,0.583327961418252,0.5233575084812186,7
12,0.006003001500750374,0.5017634857395609,0.5481602094064583,0.25155128799566473,0.42772335591820176,0.6308878065049656,0.5278454857158617,0.46337158264705175,0.5420656738580462,0.7164583156338012,0.2741826878217457,0.5608015863085389,0.2546572547473458,0.7035702459036317,0.679650677114901,0.7271844908497773,0.6826342275214535,0.5184921081672185,0.45797977988831207,0.8066905382151217,0.4686172113289122,9
13,0.006503251625812906,0.5979401533818047,0.3719198371631197,0.5382355808656125,0.4183225540199145,0.33919945680222474,0.7001093844869516,0.5574098453538918,0.4388723573331971,0.5352135981916252,0.23981654104616998,0.6311642244183959,0.1228844162392021,0.5804598882677828,0.5889865258959959,0.422222273471784,0.49286335125803993,0.47503633275335166,0.44446421520589635,0.6167879604989864,0.600310656892666,4
14,0.007003501750875437,0.6676600256601425,0.4556386710053867,0.4151206241381731,0.5728016698519408,0.7952641324832532,0.643845437231002,0.31532637275671743,0.5190438566748447,0.5724280438292986,0.48678132587989886,0.4635367525464863,0.7419867761241878,0.5980265929321892,0.3428926685229289,0.5866216674340327,0.37137512602988426,0.4879216028101629,0.43235396326805,0.5923887232976737,0.32344272357958403,1
15,0.007503751875937968,0.6615113059050602,0.6185370305269501,0.5739422393348624,0.3433209183132343,0.6096880213906365,0.39151124451802366,0.5422887682637927,0.5132074527489927,0.45975276590970776,0.7149785611540168,0.2531109890168269,0.5368394702658165,0.6305757199663019,0.4877936526270468,0.5913304225551297,0.46518348500670914,0.4993302207641581,0.42845874750471996,0.500159228243952,0.5048836232524699,7
16,0.0080040020010005,0.5896881381577197,0.6842099958378355,0.32711931897457164,0.6309278246629814,0.2808499576881655,0.24393702760287245,0.41651171883777893,0.5440788268205741,0.6513877728193697,0.40767578703255564,0.6149590946826499,0.40715598132146924,0.48618087118544623,0.40733915274523785,0.5989240275098242,0.6447210559242897,0.4922052502024804,0.25143473985709663,0.7870214756343983,0.36065844345278003,9
17,0.00850425212606303,0.45806106140895264,0.5769647284911292,0.393103199672081,0.549479931036366,0.4642984406230153,0.7918108197537088,0.7267390640011582,0.3988918248500514,0.5302048241677937,0.24270564329474467,0.3620574174206523,0.47146268257773694,0.3404212085278254,0.9368389712616159,0.7471184315041068,0.538102473817117,0.4055738298590337,0.5885181420031991,0.6258411533969057,0.15006254050398588,6
18,0.009004502251125562,0.5288270774037057,0.29858628339963733,0.49757572099945185,0.5284538006708035,0.6562245551815541,0.45132207792204904,0.3287491677708258,0.6855122500163399,0.44633549497749375,0.8463491868041374,0.3958765461125237,0.3357333193143822,0.524681470548634,0.5460701100149881,0.5202060535631204,0.119954747507386,0.3421235558506343,0.20905949367974674,0.5349981747378706,0.1873351257520155,8
19,0.009504752376188093,0.5437223391037466,0.48779315516885485,0.5473540395957189,0.34976486175646815,0.5272365870549856,0.5006333529329652,0.2765555105056773,0.7634509310630088,0.48871214110018196,0.5737842469976768,0.5536555715235626,0.4011379873410397,0.4734140141152004,0.4831610724851975,0.6393239054291447,0.7651572943370204,0.3028502339234119,0.36223570034387254,0.5388973814116766,0.6503157013113346,4
20,0.010005002501250625,0.7907329384649585,0.5771945022547622,0.6846003551937878,0.6627073438430975,0.9023722374130803,0.3387111518917681,0.5279999235199277,0.6945270667489554,0.6895638916096282,0.2687097413802927,0.283293247717996,0.5006230905552087,0.7025934070134918,0.2837267281757916,0.18129452140997887,0.33969192402107096,0.7077378927771905,0.3268042447230462,0.6590106075442179,0.3821321906818988,1
21,0.010505252626313155,0.5297228937366487,0.6079079856581334,0.4639905556241243,0.29850709091432026,0.5347635390864721,0.39577308213969675,0.6383019413374424,0.42226164070797634,0.460919623461185,0.6064878112560538,0.5977543080610792,0.5749171708803503,0.5489904793885539,0.5644327254864088,0.4240977053336445,0.5479100558678843,0.3206583359848334,0.5069353052161768,0.5656986901877226,0.36458894906067707,8
22,0.011005502751375688,0.6589602232075814,0.43736479627545904,0.4288643569922773,0.5106956640796471,0.4616334710936483,0.2440818527320755,0.417068134711408,0.6309381607710085,0.6779553067820564,0.5335074552967713,0.5114546217420604,0.5607946152065527,0.5524939729040952,0.3655675341063797,0.31422708864005583,0.6439940892064511,0.3899620225674092,0.4733287166752404,0.7163005133054565,0.3102038717402583,0
23,0.011505752876438218,0.5220442726464786,0.6371585037577524,0.6309315813062737,0.451631266963039,0.2472043400885946,0.5925866414146643,0.4803580751633734,0.3588788160050945,0.456765838811169,0.3039670810421079,0.8690845603224463,0.6383322450303661,0.6253989655983845,0.46774802112632957,0.25745671906365497,0.5657605021394648,0.35703326686671694,0.2434324725688085,0.60684766153151,0.5927386751276533,4
24,0.012006003001500749,0.49643688996711133,0.48370690204338196,0.6729438821552154,0.5809989422345582,0.6815150175938303,0.5321775190950047,0.4641355592819043,0.21838667875600115,0.6428967179775552,0.6252021287139952,0.5941114241295847,0.3403194133980696,0.7005371372869879,0.2526706085150348,0.3598108632969541,0.5608209830342182,0.46600780502139355,0.4583868903723126,0.572051279962908,0.6130047220259585,6
25,0.01250625312656328,0.5281335084054201,0.6089181956736928,0.6650472659489182,0.7664638159972228,0.4959788466021148,0.3474847762421896,0.4224683650264116,0.48992954200311173,0.46121411084206104,0.5722109217354648,0.31470470879701684,0.6189783762366976,0.5326190693063081,0.7857069576363491,0.4366275056670753,0.4549667022787034,0.4337395079058004,0.3794010132731637,0.46508526114611076,0.46105594639697156,3
26,0.013006503251625811,0.589690650845177,0.34340694924675463,0.6067776969338571,0.31418397852657903,0.6173514543143112,0.5907643341106328,0.3927374218184462,0.7093276492604554,0.6801635019700842,0.7445273513218555,0.8459702804111517,0.24840524342307785,0.4046345554780737,0.4281240041215095,0.4698535242363169,0.5878358805593091,0.314089586112957,0.5841685576449422,0.36885895984278333,0.35156651682864104,5
